Gene names,Day_00,Day_01,Day_02,Day_03,Day_05,Day_07,Day_10,Day_14,Day_18,Day_21,Max intensity change,Category,,Category,Count
Vapa,0,0.0872383,0.347214,0.228964,0.193844,0.312805,0.0949497,0.229843,0.165234,0.0941544,0.347214,0,,,
Ric8a,0,-0.155621,0.035984,-0.0996323,-0.0892792,0.0757065,0.0936184,0.0287342,-0.260019,0.347628,0.347628,0,,,
Snx15,0,0.347752,-0.0361195,0.105,-0.229496,0.20167,0.110582,0.211987,0.320984,-0.0165558,0.347752,0,,,
Syne2,0,-0.18248,0.173046,0.286249,0.241289,0.290379,0.264614,0.348366,0.217653,0.180099,0.348366,0,,,
Dnpep,0,0.348492,0.182676,0.241705,-0.117746,-0.0141773,-0.031086,-0.102026,-0.121542,-0.262436,0.348492,0,,,
Mrpl23,0,-0.339182,-0.173376,-0.00106049,0.120564,0.196611,-0.10836,-0.150152,0.0635052,0.348509,0.348509,0,,,
Lrch3,0,0.348557,-0.0378284,-0.129431,0.128254,0.0792885,0.0969067,0.215899,-0.00596809,0.205191,0.348557,0,,,
Fer,0,-0.297918,0.223597,0.286455,0.286783,0.34972,0.192944,0.213839,0.059412,0.0271378,0.34972,0,,,
Zan,0,0.054287,0.050602,0.0634708,0.176716,-0.124638,0.27965,0.201506,0.350906,0.304451,0.350906,0,,,
Plekhf2,0,0.238136,0.353481,0.0169258,0.226133,0.00940895,0.168921,0.0118084,0.0830002,0.0368786,0.353481,0,,,
Fam134a,0,0.35463,-0.128716,-0.153675,-0.146027,0.0441856,-0.0780411,0.0704441,0.240187,0.125391,0.35463,0,,,
Lnpep,0,0.0136909,0.14897,0.136009,0.24477,0.0816708,0.0547543,-0.23456,-0.0585442,0.354797,0.354797,0,,,
Nsun4,0,0.0639248,-0.335091,-0.153353,-0.0417538,0.309582,0.0198669,0.0887547,0.31793,0.355017,0.355017,0,,,
Gclm,0,0.198145,0.00447464,-0.00785446,0.0504436,0.250511,0.355087,0.139732,0.214098,0.281906,0.355087,0,,,
Gorasp2,0,-0.124487,0.253242,0.356873,0.323887,0.13377,-0.0269985,-0.162842,-0.35391,-0.311993,0.356873,0,,,
Fmr1,0,0.0613575,0.327879,0.357813,0.170938,0.0562668,-0.0605583,0.135866,0.00814247,-0.225674,0.357813,0,,,
Mon2,0,0.189587,0.358433,0.340487,0.351034,0.0678844,0.301519,0.316614,0.10187,0.117439,0.358433,0,,,
Cyb5r3,0,0.191422,0.358509,0.275127,0.23093,0.34383,0.223602,-0.0607758,-0.00502586,-0.0111847,0.358509,0,,,
SEPTIN5,0,0.360697,0.201166,0.113121,-0.195477,0.0830059,-0.19099,-0.269899,-0.345844,-0.324949,0.360697,0,,,
Trappc2l,0,0.361983,-0.204625,-0.131207,-0.122565,0.0396929,0.0823088,0.0393114,0.217488,-0.0477495,0.361983,0,,,
Pithd1,0,-0.243132,-0.239635,-0.162113,-0.143183,-0.170561,0.0479565,0.363173,0.301964,0.259605,0.363173,0,,,
Vps37a,0,-0.0246582,0.364017,-0.0273724,0.185949,0.0181446,0.00985146,-0.0813675,0.130836,-0.00641441,0.364017,0,,,
Chmp4b,0,0.175594,0.364035,0.123875,0.0725212,-0.0586395,-0.0181637,0.0485821,-0.201481,0.00525856,0.364035,0,,,
Phlpp1,0,0.339523,0.248051,0.0860634,0.169466,0.120079,0.238626,0.364315,0.273533,0.192856,0.364315,0,,,
Pdxdc1,0,0.172583,0.365305,0.259579,0.223911,0.0849285,-0.0222664,0.0205688,-0.137728,-0.181084,0.365305,0,,,
Ap3m1,0,-0.100201,-0.10918,-0.102806,0.114357,0.210552,0.206329,0.36561,0.275124,0.359035,0.36561,0,,,
Fundc2,0,-0.178881,-0.10918,-0.0506878,-0.0728054,0.191509,0.086256,0.184883,0.362946,0.366386,0.366386,0,,,
Zer1,0,0.24297,0.12784,0.0650024,0.17819,0.107067,0.255716,-0.0766029,0.0959492,0.366486,0.366486,0,,,
Arf1;Arf3,0,0.0210114,0.104916,0.367035,0.00453949,0.132282,0.0587864,0.110781,0.132563,-0.0588493,0.367035,0,,,
Arl3,0,0.350534,-0.00498199,0.119846,0.103073,0.149401,-0.0357971,0.182526,0.367474,-0.142336,0.367474,0,,,
Gria3,0,-0.213142,0.0823822,0.0105801,0.294039,-0.0115814,8.77E-05,0.0595512,0.367517,0.336151,0.367517,0,,,
Rassf2,0,0.368855,0.225838,0.2897,0.188269,0.120255,0.300377,0.255728,0.228592,0.132694,0.368855,0,,,
Fam114a2,0,0.152231,0.0362263,-0.0756512,-0.0633793,-0.104548,-0.0312443,0.369463,0.148693,-0.112726,0.369463,0,,,
Golga3,0,0.370453,0.119246,-0.142607,-0.0761433,-0.172087,-0.198292,0.0687714,-0.125299,-0.363878,0.370453,0,,,
C10orf76,0,0.23349,0.315697,0.353914,0.372206,0.343668,0.356207,0.123661,0.192717,0.350998,0.372206,0,,,
Mtpap,0,-0.216618,-0.261782,-0.244066,-0.24761,0.16733,-0.0361691,0.010376,0.33272,0.372871,0.372871,0,,,
Ap3s1,0,0.103767,0.169619,0.332649,0.37327,0.342632,0.306387,0.241613,0.229607,0.167702,0.37327,0,,,
Slc35e1,0,-0.0413303,0.178452,0.111723,0.267126,0.107044,0.100266,0.228249,0.107754,0.374458,0.374458,0,,,
Trappc12,0,-0.0935822,0.19882,0.0967445,0.280914,0.262083,0.326382,0.374538,0.286871,0.366167,0.374538,0,,,
Unc119,0,0.0237675,0.179155,0.374653,0.224466,0.317272,0.133209,-0.0829296,0.0945225,-0.0391502,0.374653,0,,,
Usp19,0,0.25432,-0.270088,-0.163523,-0.0914173,-0.0832405,-0.184175,0.0940437,0.374699,-0.147219,0.374699,0,,,
Rnf14,0,0.134527,0.0154247,0.247196,0.137531,0.22274,0.375126,0.149199,0.356392,0.373554,0.375126,0,,,
Tomm40,0,-0.236372,-0.0516796,-0.0217247,0.146206,0.376337,0.00426102,-0.336695,0.0421562,0.316708,0.376337,0,,,
Ephb3,0,-0.0940399,0.0478134,-0.0770702,0.376339,0.0612164,-0.0361423,0.00180626,0.0241699,0.241203,0.376339,0,,,
Mrpl1,0,-0.341934,-0.337894,-0.174494,-0.126209,0.377293,0.0941257,-0.0526619,0.240248,0.27603,0.377293,0,,,
Esyt2,0,0.247837,0.37755,0.234592,0.185665,-0.00637817,0.0651569,-0.19943,-0.205231,-0.164528,0.37755,0,,,
Mrpl43,0,-0.301773,-0.249943,0.139297,-0.194471,0.0641899,-0.225925,-0.0872688,0.378277,0.194286,0.378277,0,,,
Nck1,0,-0.151983,0.378855,0.310604,0.354748,0.222195,0.0617714,-0.0815334,-0.168825,-0.00761414,0.378855,0,,,
Dock4,0,-0.109873,-0.046629,-0.073473,0.0259533,-0.0118885,0.0738373,-0.0134964,0.0757294,0.381098,0.381098,0,,,
Bpnt1,0,-0.266539,-0.254436,-0.144737,-0.205772,-0.210346,0.0894985,0.217245,0.291477,0.382843,0.382843,0,,,
Spag9,0,0.176146,0.302496,0.23138,0.269815,0.167549,0.196316,0.344788,0.383162,0.226051,0.383162,0,,,
Stoml2,0,-0.249958,-0.355724,-0.214331,-0.109444,0.259754,0.0237904,0.0335922,0.382404,0.383818,0.383818,0,,,
Diablo,0,-0.203262,0.0135612,0.115166,0.128807,0.384195,0.100847,0.100361,-0.120039,0.00217056,0.384195,0,,,
Herpud2,0,0.242771,0.384541,0.238144,0.267822,-0.0311279,0.329319,0.321848,0.0721188,-0.283934,0.384541,0,,,
Phactr4,0,-0.194592,0.0426521,0.00619507,-0.0792904,0.0462799,0.0881653,0.195047,0.10223,0.384655,0.384655,0,,,
Hnrnpul2,0,-0.121796,0.0780754,0.335819,0.385742,0.273739,-0.0500259,-0.0625954,-0.0547009,0.198046,0.385742,0,,,
Tmem230,0,0.386255,0.241402,0.0698776,0.205513,-0.00434113,0.142794,0.0616226,-0.018198,-0.122858,0.386255,0,,,
Mrpl52,0,-0.230509,-0.24938,-0.185429,-0.207487,0.279678,-0.00460052,-0.0800133,0.386265,0.189953,0.386265,0,,,
Tusc3,0,-0.13814,-0.0583706,-0.0587788,0.00630379,0.0984383,-0.0701714,0.38702,0.180357,-0.120834,0.38702,0,,,
Atp6v1g1,0,0.364874,0.151707,0.177839,-0.0926113,0.0831156,0.0686331,0.286745,0.387794,0.157768,0.387794,0,,,
Slc39a7,0,0.147505,0.390455,0.247894,0.0699215,0.30254,0.324018,0.300472,0.357559,-0.124166,0.390455,0,,,
Heatr5a,0,0.09478,0.218697,0.163353,0.368017,0.174145,0.390869,0.290421,0.09132,0.107464,0.390869,0,,,
Akr1e2,0,0.162844,0.113218,0.390898,0.272091,0.286049,0.369692,0.271795,0.187639,0.237808,0.390898,0,,,
Cldnd1,0,0.247581,0.325339,0.332326,0.387667,0.195133,0.234155,0.293569,0.391202,0.220151,0.391202,0,,,
Mrpl57,0,-0.262907,-0.211098,-0.121809,0.097805,0.34104,0.0264645,-0.00153542,0.122841,0.391548,0.391548,0,,,
Idh2,0,-0.293131,-0.191248,0.169346,0.0527706,0.391741,-0.30464,0.0355949,-0.0518436,0.305229,0.391741,0,,,
Klc1,0,0.139023,-0.0464993,-0.0753689,-0.0367966,-0.0516357,0.144089,0.343754,0.391909,0.251911,0.391909,0,,,
Daglb,0,-0.229685,-0.345354,-0.224354,-0.371023,-0.108837,-0.115047,-0.320286,-0.108528,0.392813,0.392813,0,,,
Rabac1,0,0.14488,0.133961,0.0439558,0.1308,0.393026,0.383728,0.233117,0.197878,0.140161,0.393026,0,,,
Tor1aip1,0,-0.17227,-0.341368,-0.39221,-0.258898,-0.0423679,-0.0314064,0.0939674,0.122492,0.394808,0.394808,0,,,
Ikbkg,0,0.214161,0.395113,0.256075,0.2012,-0.0264683,-0.346447,-0.303125,-0.328913,-0.266098,0.395113,0,,,
Tbc1d4,0,0.355517,0.325015,0.155633,0.395282,0.024807,0.0975208,0.0943661,0.0170221,-0.126085,0.395282,0,,,
Zfp37,0,-0.373146,-0.0523453,0.175533,-0.242496,0.395355,-0.0264845,0.153784,0.178106,0.226405,0.395355,0,,,
Ncstn,0,-0.0183773,0.151239,0.065691,0.233303,0.3293,0.204586,0.195829,0.268002,0.395506,0.395506,0,,,
Gak,0,-0.0170631,0.208586,0.189489,0.199669,0.157227,0.22645,0.395929,0.327707,0.20759,0.395929,0,,,
Exoc6b,0,-0.00935364,0.333925,0.208643,0.1388,0.314833,0.136358,0.396299,0.176052,0.188305,0.396299,0,,,
Mrps23,0,-0.358688,-0.320894,-0.322454,-0.369368,0.0270405,-0.202517,-0.19272,0.161486,0.396811,0.396811,0,,,
Tmem126a,0,0.0658188,-0.239273,-0.0554771,-0.106489,0.0588226,-0.154636,-0.215439,0.187895,0.397654,0.397654,0,,,
Msi2,0,-0.203573,-0.11854,-0.0576477,0.0492935,0.07267,0.254662,0.397984,0.301239,0.283918,0.397984,0,,,
Mrpl54,0,-0.389629,0.00200844,-0.0608654,0.0697784,0.398302,0.0390701,0.0464725,0.177355,0.261417,0.398302,0,,,
Ufl1,0,0.399538,-0.0615749,-0.139278,-0.176163,-0.168861,-0.233477,-0.261106,-0.202452,-0.255959,0.399538,0,,,
Setd3,0,-0.0967369,0.271015,0.2318,0.237751,0.11536,0.150928,0.139221,0.154648,0.399778,0.399778,0,,,
Vamp4,0,-0.203346,-0.0647926,-0.0553417,-0.0833187,0.170433,0.240286,0.399925,0.127085,0.00943565,0.399925,0,,,
Arfgap1,0,0.401134,0.0515594,-0.178125,-0.0708847,-0.231434,-0.121561,-0.174635,-0.13426,-0.377781,0.401134,0,,,
Gcc1,0,0.141809,0.401443,0.380232,0.197948,0.148806,0.150404,0.302673,-0.00917435,-0.301731,0.401443,0,,,
Rufy2,0,0.00966644,-0.186012,-0.217279,-0.206932,0.0801182,0.148975,0.377554,0.402031,0.263996,0.402031,0,,,
Slc25a25,0,0.242523,-0.0157413,-0.0589523,-0.0272255,0.077322,-0.140902,-0.126299,0.251583,0.403727,0.403727,0,,,
Hspe1,0,-0.358562,-0.262228,-0.0732002,-0.068264,0.233425,0.00932884,0.035265,0.23884,0.403791,0.403791,0,,,
Adal,0,0.158157,0.0502796,0.19784,-0.0351257,-0.0330276,0.172609,0.297411,0.40407,0.172363,0.40407,0,,,
Smarcd3,0,0.108768,0.267229,0.197435,0.404455,0.317553,0.240757,0.330627,0.200708,0.168222,0.404455,0,,,
Mkrn2,0,0.0481758,0.0775738,0.320478,-0.0537357,0.326313,0.261787,0.379406,0.179199,0.404707,0.404707,0,,,
Sec13,0,0.293629,0.354612,0.405106,0.281603,0.165613,0.265139,0.204203,0.0193577,-0.176294,0.405106,0,,,
Mrpl48,0,-0.0574341,0.0441227,0.128202,0.169931,0.407116,0.243801,0.219051,0.38113,0.395061,0.407116,0,,,
Pfkfb2,0,0.174136,0.168912,-0.0674639,0.257394,-0.098958,0.180839,0.332196,0.407397,0.215823,0.407397,0,,,
Rictor,0,-0.268633,-0.0298481,-0.0971088,0.158913,0.278849,0.231247,0.244085,0.407896,0.349604,0.407896,0,,,
Nucb1,0,0.217613,0.399359,0.407948,0.401144,0.401957,0.26207,0.189161,0.0460453,-0.108368,0.407948,0,,,
Pgm3,0,0.22183,0.357254,0.370043,0.184877,0.333256,0.409081,0.0245476,0.270885,0.327322,0.409081,0,,,
Ddhd1,0,-0.1679,0.231699,0.410875,0.248415,0.350771,0.346722,0.377743,0.061161,0.350714,0.410875,0,,,
Rab1A,0,-0.010252,-0.0890083,-0.152239,-0.199194,-0.119387,-0.0619774,0.412199,0.188715,-0.204437,0.412199,0,,,
Dhrs1,0,-0.368454,0.163048,0.2327,0.126192,0.191959,0.100874,0.0978489,0.105963,0.412592,0.412592,0,,,
Oxa1l,0,-0.0239067,-0.393135,-0.280079,-0.292017,-0.169699,-0.153662,-0.116924,0.354094,0.413393,0.413393,0,,,
Hnrnph2,0,-0.201857,-0.284605,0.241646,0.355768,0.414148,0.14295,0.0258465,0.058918,0.188673,0.414148,0,,,
Mapk9,0,0.29265,-0.00196266,-0.132345,-0.0592155,-0.0517273,0.347429,0.136007,0.417521,-0.0178413,0.417521,0,,,
Kiaa1468,0,0.134604,0.398045,0.248926,0.418142,0.172668,0.225664,0.140394,0.191954,0.211309,0.418142,0,,,
Clic4,0,0.156115,0.223019,0.27474,0.321089,0.131039,0.418322,0.33293,0.346498,-0.155975,0.418322,0,,,
Plcb3,0,0.384109,0.41835,0.152985,0.0691566,-0.227596,-0.231413,-0.0791225,0.0176315,-0.260141,0.41835,0,,,
Akap9,0,0.216511,0.200806,0.0491409,0.297581,-0.074976,0.419092,0.135187,0.0177689,0.181688,0.419092,0,,,
Pitpna,0,0.0335331,0.168535,0.345907,0.419367,0.370567,0.402515,0.406481,0.361914,0.241367,0.419367,0,,,
Pex5,0,0.344501,0.358524,0.421034,0.344069,0.320614,0.347816,0.327768,0.178617,0.14027,0.421034,0,,,
Ubxn6,0,-0.332838,-0.283546,0.0483456,-0.0799046,0.17264,0.202974,0.255264,0.321672,0.421684,0.421684,0,,,
Txndc17,0,-0.229465,-0.199373,-0.0526466,-0.0859776,0.134911,0.144802,0.422335,0.157528,0.352793,0.422335,0,,,
Dnm1l,0,-0.223036,0.0352936,0.321178,0.277275,0.422766,0.303957,0.0732994,0.202818,0.202429,0.422766,0,,,
Trabd,0,-0.365947,0.0913935,0.422788,0.0432806,0.405766,0.167422,0.122762,-0.00476551,0.030055,0.422788,0,,,
Dennd1a,0,-0.0287886,-0.242067,-0.04245,0.081192,0.227207,0.261552,-0.296584,0.255236,0.423141,0.423141,0,,,
Helz,0,0.423809,0.349649,0.26767,0.332808,0.149464,0.170984,0.0865002,0.0655804,0.239721,0.423809,0,,,
Hgs,0,0.0629845,0.188198,0.203213,0.275984,0.294952,0.355368,0.423899,0.388815,0.317677,0.423899,0,,,
Man2c1,0,-0.297392,-0.105455,0.0505352,0.095726,0.119017,0.125221,0.124321,0.345898,0.424049,0.424049,0,,,
Mrpl50,0,-0.318354,-0.0973911,0.0156536,0.038187,0.319269,0.113113,0.208925,0.424187,0.3048,0.424187,0,,,
Lpcat3,0,0.180037,0.360159,0.340298,0.231634,0.386889,0.280895,0.42547,0.389963,0.214668,0.42547,0,,,
Avl9,0,0.430674,0.0038681,0.158939,0.0233688,0.0368252,0.0242252,0.147085,0.259266,0.172035,0.430674,0,,,
Ykt6,0,0.430824,-0.0234165,-0.0946636,-0.140045,-0.314274,-0.0528088,-0.133303,-0.177895,-0.385942,0.430824,0,,,
Mtmr3,0,0.431458,-0.092989,-0.166389,-0.430059,-0.0919323,-0.0492134,-0.392036,0.137636,0.0884953,0.431458,0,,,
Golga7,0,-0.0917473,-0.0412788,0.149765,0.208042,0.204901,0.210012,0.40789,0.431986,0.253033,0.431986,0,,,
Tysnd1,0,0.0976009,0.292759,0.251385,0.275642,0.266867,0.269249,0.417622,0.432186,0.0545464,0.432186,0,,,
Arfgef2,0,0.0553493,0.204821,0.17836,0.0947208,-0.00240135,0.192497,0.432827,0.228626,0.0979176,0.432827,0,,,
Sowahc,0,-0.412049,0.240903,0.16492,0.332681,0.0422373,0.146091,0.43315,0.320466,0.343036,0.43315,0,,,
Usf1;Usf2,0,0.0124016,-0.0795784,-0.312862,-0.223057,0.17367,-0.0273056,0.134588,0.151131,0.433855,0.433855,0,,,
Fam213b,0,-0.171818,-0.386889,-0.240179,-0.166311,0.0234032,0.11343,0.11162,0.379026,0.433977,0.433977,0,,,
Wdr45b,0,-0.0373783,0.0144367,0.087244,0.181156,0.351513,0.24267,0.434355,0.262882,0.206154,0.434355,0,,,
Mrpl41,0,-0.0976067,-0.28301,-0.21216,-0.0337639,0.269693,0.169977,0.226599,0.426931,0.435083,0.435083,0,,,
Hdac4,0,0.435617,-0.339586,-0.317827,-0.0891552,0.0790977,-0.169168,-0.189266,-0.091404,0.149736,0.435617,0,,,
Mrpl33,0,0.127165,-0.42849,-0.172073,-0.0565681,0.332155,-0.0936146,0.16539,0.435667,0.24189,0.435667,0,,,
Rab10,0,0.0800114,0.180325,0.0500679,0.249374,0.257231,0.370411,0.436214,0.392479,0.427441,0.436214,0,,,
Ap1s1,0,0.337141,0.161272,0.436512,0.223951,-0.213634,0.136658,-0.030489,-0.187216,0.102625,0.436512,0,,,
Atp6ap2,0,-0.105062,-0.0249195,-0.0413895,-0.166649,0.0200977,0.0457916,0.43708,0.236492,0.0526276,0.43708,0,,,
Usp6nl,0,-0.403577,-0.343988,-0.309648,-0.0989246,-0.361609,-0.347098,0.152197,-0.384583,0.43726,0.43726,0,,,
Golga2,0,0.437992,0.361366,0.173487,0.167009,-0.0335522,0.0477924,0.100964,-0.0624485,-0.267782,0.437992,0,,,
Tnrc6b,0,0.438629,0.0958633,-0.163477,-0.114574,-0.226599,-0.0713043,-0.193773,0.0627174,-0.169359,0.438629,0,,,
Lmf1,0,-0.0609303,0.285677,0.186031,0.291647,0.323954,0.297235,0.291636,0.381308,0.438747,0.438747,0,,,
Fam134c,0,0.135913,0.439086,0.195655,0.0473146,0.160798,0.0163546,-0.391681,-0.317355,0.0632963,0.439086,0,,,
Vps53,0,0.0391884,0.108908,0.110617,0.131655,0.16308,0.241922,0.415995,0.439831,0.166918,0.439831,0,,,
Smap2,0,-0.235233,0.144735,0.439964,0.209314,0.254208,0.0851078,0.0116329,-0.0238228,-0.148642,0.439964,0,,,
Arhgap12,0,0.0401115,0.0877552,0.226448,0.0861111,0.439344,0.178825,0.0810242,0.0147648,0.440228,0.440228,0,,,
Wdr54,0,-0.176019,0.34582,0.246425,0.441464,0.328439,0.237555,-0.146529,-0.238229,0.408858,0.441464,0,,,
Msi1,0,-0.0961952,-0.209284,0.228859,0.149105,0.4429,-0.0379066,-0.372101,-0.384512,0.352434,0.4429,0,,,
Mapk3,0,0.14258,0.288252,0.442966,0.117622,0.278574,0.202888,0.1558,0.236038,0.241365,0.442966,0,,,
Usp30,0,-0.0726318,-0.0148945,0.113903,0.200686,0.443705,0.218826,0.0571404,0.226782,0.24728,0.443705,0,,,
Wdr7,0,-0.0116196,0.147192,0.162853,0.232639,0.308935,0.341631,0.444668,0.379326,0.438084,0.444668,0,,,
Nkiras1,0,0.444854,0.0518789,-0.338719,-0.034236,-0.256174,-0.105229,0.296208,0.199119,-0.108987,0.444854,0,,,
Sp3,0,-0.187084,0.327963,0.306719,0.189907,0.44577,-0.0601711,0.149263,-0.00928879,-0.203148,0.44577,0,,,
Tvp23b,0,0.396137,0.394876,0.383299,0.446058,0.0368977,-0.0562096,0.104748,0.103224,0.18705,0.446058,0,,,
Cbs,0,0.235613,0.446064,0.13822,0.430481,-0.248968,0.00431252,-0.00686646,-0.121862,-0.0948982,0.446064,0,,,
Tamm41,0,-0.40954,-0.445337,-0.370159,-0.00779343,0.29652,0.0811977,0.100428,0.446421,0.265392,0.446421,0,,,
Elmo2,0,0.0243988,0.0660057,0.0301304,-0.102869,-0.10545,0.0635471,0.446957,0.305561,0.0404568,0.446957,0,,,
Vps52,0,0.000286102,0.0569935,0.061758,0.0835667,0.134848,0.279331,0.332657,0.321278,0.448307,0.448307,0,,,
Tsc2,0,-0.0471115,0.13065,0.0920238,0.142929,0.338861,0.307276,0.415873,0.372789,0.448675,0.448675,0,,,
Ap2m1,0,0.444565,0.0513973,0.181458,0.449841,0.433348,0.363754,0.360182,0.300619,0.178074,0.449841,0,,,
Man1b1,0,0.0456371,0.450726,0.438513,0.383738,0.295481,-0.0675411,-0.106705,-0.267609,-0.208025,0.450726,0,,,
Mtx1,0,-0.446344,-0.290541,-0.0110664,-0.0620766,0.320892,0.0821056,0.22332,0.296162,0.45079,0.45079,0,,,
Nprl2,0,-0.00599957,-0.387875,-0.209632,-0.206872,0.114432,0.388438,0.406066,0.432026,0.451206,0.451206,0,,,
Vps13c,0,-0.0304108,0.123095,0.0574284,0.186146,0.127096,0.232719,0.267443,0.362871,0.45163,0.45163,0,,,
Kif7,0,0.351728,0.452114,0.160622,0.161736,-0.215025,-0.162258,-0.0293217,-0.169846,-0.290716,0.452114,0,,,
Tmem59,0,0.0771303,0.452712,0.10022,0.152391,0.10231,0.0829306,0.191953,0.136145,-0.028944,0.452712,0,,,
Sec14l2,0,-0.0846615,0.229872,0.416897,0.338171,0.414608,0.20734,0.454721,0.317635,0.309084,0.454721,0,,,
Cnpy2,0,0.361706,0.168568,0.153282,0.165936,0.454918,0.234663,0.318073,0.278799,0.153013,0.454918,0,,,
Tmcc1,0,-0.041687,0.0129738,0.123011,0.151432,0.431398,0.399746,0.381289,0.455296,0.304291,0.455296,0,,,
Mrps31,0,-0.325958,-0.254314,-0.192463,-0.175392,0.0972481,-0.0905437,-0.0300808,0.241943,0.455784,0.455784,0,,,
Dpy19l4,0,0.0755119,-0.172878,0.0672417,-0.171488,0.457205,0.316252,0.228659,0.309374,0.259762,0.457205,0,,,
Tatdn3,0,0.011385,0.435572,0.457748,0.366846,0.227274,0.121372,0.116272,0.0304127,0.0862045,0.457748,0,,,
Kiaa1109,0,-0.306042,0.127047,0.216093,0.457817,0.0149059,0.261936,0.103275,0.208733,0.230736,0.457817,0,,,
Erlec1,0,0.0602283,0.458578,0.396904,0.361324,0.245605,0.0433464,0.110279,0.0137959,0.0803719,0.458578,0,,,
Clptm1l,0,-0.101978,0.173391,0.0473289,0.0486526,0.101351,0.116236,0.458706,0.111502,0.0713234,0.458706,0,,,
Tmem222,0,0.332406,0.00164127,-0.00657749,0.0106249,0.331084,0.185323,0.291558,0.460317,0.376111,0.460317,0,,,
Ero1l,0,0.0534363,0.323557,0.154564,0.209099,0.198473,0.227333,0.460443,0.354364,0.42215,0.460443,0,,,
Daam1,0,0.461342,0.101734,0.0266418,0.0996552,0.23547,0.122559,0.130314,0.100245,0.154785,0.461342,0,,,
Cpox,0,-0.0781288,-0.127003,-0.08358,-0.0667591,0.20582,-0.0911312,-0.0584164,-0.0308552,0.461626,0.461626,0,,,
Ap1g1,0,0.230244,0.338293,0.397093,0.462746,0.196564,0.200064,0.00309563,0.0114861,0.286562,0.462746,0,,,
Nif3l1,0,-0.383879,-0.362539,-0.357752,-0.235044,-0.0915852,-0.125166,-0.0662041,-0.0584087,0.463345,0.463345,0,,,
Plxnb2,0,-0.110937,0.195251,0.2938,0.347771,0.464298,0.265566,0.167139,0.0764084,0.327236,0.464298,0,,,
Tmem63b,0,0.0916214,0.298182,0.293741,0.345192,0.255177,0.320499,0.464453,0.359671,0.294411,0.464453,0,,,
Vma21,0,0.464537,0.383498,-0.0952282,0.202998,0.137795,-0.119337,0.17914,0.396474,-0.00582886,0.464537,0,,,
Esyt1,0,0.440498,0.464923,-0.0697355,0.0698328,0.335819,0.366834,0.259365,0.270123,-0.00451946,0.464923,0,,,
Inpp4b,0,-0.0352077,-0.0825367,0.221087,0.00346375,0.24066,0.440266,0.251047,0.403944,0.466232,0.466232,0,,,
Eif2ak2,0,0.185648,0.119637,0.259462,0.242065,0.295418,0.466621,0.350422,0.366516,0.285006,0.466621,0,,,
Ankrd49,0,-0.221373,-0.0313435,0.467072,0.0937328,-0.262196,-0.24988,-0.401619,0.369806,-0.108171,0.467072,0,,,
Emc10,0,0.0187798,-0.00348473,0.029398,0.129049,0.298431,0.354715,0.342985,0.162809,0.469334,0.469334,0,,,
C19orf25,0,0.238824,0.46946,0.0687065,-0.107282,-0.116197,-0.185744,0.0144224,0.128421,-0.180358,0.46946,0,,,
Gareml,0,0.317631,0.162128,0.263912,0.0533791,0.444679,0.46961,0.23049,0.455503,0.447769,0.46961,0,,,
Smpd2,0,0.00810432,-0.00514984,0.12816,0.353756,0.196917,0.252892,0.132288,0.245783,0.469822,0.469822,0,,,
Tmem19,0,-0.0638809,0.0278072,0.0930824,0.243364,0.219715,0.227617,0.195126,0.287653,0.469833,0.469833,0,,,
Dyrk1a;Dyrk1b,0,0.462587,0.358831,0.0550594,0.192289,0.151232,0.260687,0.318531,0.331694,0.470943,0.470943,0,,,
Clpx,0,0.165905,0.155371,0.327185,0.293396,0.471489,0.256254,0.256542,0.413927,0.447329,0.471489,0,,,
Ap3b1,0,0.0518036,0.209707,0.36097,0.362709,0.470764,0.386082,0.36479,0.365757,0.472128,0.472128,0,,,
Gga1,0,0.241951,0.167542,0.3092,0.472721,0.256334,0.361471,0.43141,0.394274,0.41045,0.472721,0,,,
Tmem129,0,-0.319183,-0.38369,-0.295542,-0.124266,-0.176859,0.311689,0.453283,0.473753,0.18465,0.473753,0,,,
Brk1,0,0.0353069,0.0904121,0.055584,0.0974159,0.232843,0.309334,0.473818,0.326035,0.379604,0.473818,0,,,
Cap2,0,-0.14946,-0.203852,-0.339979,-0.373968,-0.345835,-0.0387192,0.0985985,0.187361,0.476408,0.476408,0,,,
Emc4,0,0.127375,-0.227259,-0.152287,-0.158043,0.159386,0.23498,0.476557,0.423746,0.328724,0.476557,0,,,
Cbr1,0,0.0981903,-0.160181,0.0183926,-0.13954,0.220268,0.261602,0.122288,0.375944,0.477865,0.477865,0,,,
Mrpl44,0,0.088747,-0.0864201,-0.0702171,0.05406,0.3904,-0.0150337,0.0258465,0.323448,0.479214,0.479214,0,,,
Fcho2,0,0.209826,0.356447,0.400467,0.378948,0.259157,0.329012,0.480637,0.317717,-0.0985641,0.480637,0,,,
Manea,0,0.420422,0.45204,0.320877,0.480917,0.454388,0.0514565,0.0069809,-0.0660629,-0.229849,0.480917,0,,,
Comt,0,-0.105057,0.00969124,0.0548058,0.241251,0.256216,0.263544,0.281124,0.295767,0.48251,0.48251,0,,,
Nkiras2,0,0.255367,0.483282,-0.00875282,0.214134,0.102015,0.143749,0.00152397,-0.0445309,-0.359285,0.483282,0,,,
Ralb,0,0.215721,0.0130844,0.281113,0.164495,0.390968,0.212889,0.48411,0.0181808,0.0331497,0.48411,0,,,
