Gene names,Day_00,Day_01,Day_02,Day_03,Day_05,Day_07,Day_10,Day_14,Day_18,Day_21,Max intensity change,Category,,Category,Count
Gpx8,0,0.383532,0.484867,0.339729,0.370415,0.099865,-0.0640488,0.163092,0.0101852,-0.279234,0.484867,0,,,
Napg,0,0.0491486,0.226662,0.160233,0.408054,0.304743,0.429934,0.485073,0.428043,0.414627,0.485073,0,,,
Fyco1,0,0.4855,0.0802841,0.0199203,-0.207859,-0.061058,0.0736065,0.192692,0.389116,0.182751,0.4855,0,,,
Pycrl,0,-0.462671,-0.105965,-0.0947247,0.0592976,-0.0962887,0.0991611,0.486172,0.131111,0.0663261,0.486172,0,,,
Chac2,0,0.452675,-0.0717068,-0.0143261,-0.0443439,0.0730591,0.208019,0.290768,0.486286,0.300627,0.486286,0,,,
Ccdc132,0,-0.0191994,0.101255,0.168028,0.223188,0.387121,0.348675,0.244968,0.457876,0.487072,0.487072,0,,,
Tmem160,0,0.34491,0.000422478,-0.30078,-0.0818911,0.252584,0.0506878,0.14396,0.487105,0.107985,0.487105,0,,,
Lemd2,0,0.11096,0.215647,0.0653152,0.0590897,0.280897,0.436619,0.293312,0.487322,-0.0346432,0.487322,0,,,
Sec16a,0,0.148043,0.477489,0.488132,0.452717,0.289749,0.277912,0.297487,0.150902,0.03022,0.488132,0,,,
Mrpl15,0,-0.326349,-0.0406132,-0.00959778,0.115826,0.194704,-0.0465927,-0.227957,0.076128,0.489235,0.489235,0,,,
Ptpdc1,0,0.48928,0.414021,-0.223687,-0.160373,-0.193189,-0.280116,-0.396436,-0.278216,-0.3234,0.48928,0,,,
Fzd3,0,0.242428,0.206379,0.420195,0.118498,0.489429,-0.0481853,-0.442369,-0.383688,0.0578671,0.489429,0,,,
Gdpgp1,0,-0.164845,-0.0466394,0.13541,0.490142,0.483877,0.338051,0.433122,0.460973,0.467054,0.490142,0,,,
Ss18,0,0.425172,0.490476,0.185187,0.0646296,-0.18291,0.229318,-0.224675,0.195584,-0.275153,0.490476,0,,,
Aak1,0,0.490837,0.458342,0.0795593,-0.220911,-0.451893,-0.416945,-0.395571,-0.481546,-0.490582,0.490837,0,,,
Usp46,0,-0.111135,-0.210773,0.063282,0.0969391,0.339226,0.489697,0.365484,0.353657,0.491161,0.491161,0,,,
Trappc11,0,0.0407524,0.0745697,0.151459,0.239656,0.326174,0.380045,0.491753,0.390276,0.321604,0.491753,0,,,
Ndufaf3,0,0.49231,-0.457548,-0.436703,-0.317493,0.247791,-0.240376,-0.134838,0.218866,0.349342,0.49231,0,,,
Trim26,0,0.273367,0.259485,0.462362,0.492416,0.240082,0.418444,-0.00305557,0.179953,0.256687,0.492416,0,,,
B3galtl,0,0.0492077,0.100912,0.293579,0.350693,0.493177,0.194336,0.145172,0.121218,-0.0722771,0.493177,0,,,
Prkcsh,0,-0.0591812,0.301374,0.392685,-0.0351219,0.0718021,0.00681877,0.494045,0.0022049,-0.48134,0.494045,0,,,
Pitpnc1,0,0.264547,-0.136784,0.25338,0.203159,0.494677,0.232508,0.0482464,0.222397,0.262972,0.494677,0,,,
Ccdc58,0,-0.0578918,-0.00380325,0.115932,0.140751,0.494732,0.119961,0.223454,0.271767,0.338999,0.494732,0,,,
Coa3,0,-0.190233,-0.0557327,-0.242735,-0.202951,0.132475,-0.0419121,0.0146999,0.455641,0.495159,0.495159,0,,,
P33monox,0,0.126225,0.147526,0.407536,0.0270863,0.157452,0.211636,0.119207,0.495619,0.295469,0.495619,0,,,
Pcyt1a,0,0.176197,0.0207424,0.157913,0.0839462,0.387062,0.460152,0.398451,0.465405,0.496098,0.496098,0,,,
Trappc5,0,-0.17831,-0.0460968,0.062706,0.0731392,0.30027,0.31263,0.49614,0.447069,0.328768,0.49614,0,,,
Apeh,0,0.296177,0.496367,0.445173,0.377712,-0.0397224,0.0479107,0.185696,-0.0327682,-0.0754566,0.496367,0,,,
Mrpl38,0,-0.245642,-0.0807705,-0.119411,0.167515,0.322319,0.105915,-0.356739,-0.178911,0.496582,0.496582,0,,,
Hdgf,0,-0.183292,-0.424332,-0.0823116,-0.356052,0.243771,0.189608,0.203981,0.304132,0.497305,0.497305,0,,,
Smug1,0,-0.0535278,-0.0840292,0.195209,-0.2191,0.497603,0.13378,-0.00264835,-0.164425,-0.0412226,0.497603,0,,,
Atp6v1d,0,0.0240078,0.0229759,-0.131338,0.0172272,0.135736,0.315752,0.373487,0.369539,0.498369,0.498369,0,,,
Asb13,0,-0.330833,0.463653,0.443815,0.422915,0.498714,0.394077,0.423173,0.405227,0.441888,0.498714,0,,,
Akap8l,0,0.498906,-0.48951,-0.0497131,-0.394069,-0.00341606,0.156056,-0.191884,-0.173966,-0.127953,0.498906,0,,,
Pgam1,0,0.245787,-0.158775,0.0933533,0.119045,0.214746,0.438261,0.428097,0.499184,0.453308,0.499184,0,,,
Lpp,0,0.174234,0.499882,0.335747,0.243238,0.328188,0.18136,0.451324,0.406176,0.271708,0.499882,0,,,
Mic1,0,-0.0172596,-0.266994,-0.275862,-0.176737,0.164732,0.1488,0.500177,0.36977,0.370634,0.500177,1,,,
Yipf4,0,0.197241,0.500416,0.00464249,0.425718,-0.0395851,0.0883541,0.15461,0.103239,-0.356447,0.500416,1,,,
Atp9b,0,-0.067894,0.425402,0.446249,0.354326,0.418076,0.372526,0.503937,0.452724,0.429937,0.503937,1,,,
Plcg1,0,0.504007,-0.0376644,0.0465164,-0.20496,0.0349884,-0.084446,-0.142904,-0.2085,-0.281145,0.504007,1,,,
Ears2,0,-0.252426,-0.437914,-0.178148,-0.153383,0.28631,0.0611382,0.504715,0.438858,0.0456009,0.504715,1,,,
Rnf34,0,0.505015,0.417027,0.03022,0.33556,0.485845,0.335408,0.245957,0.310319,-0.0540218,0.505015,1,,,
Abi2,0,-0.278936,0.0571709,-0.0424175,0.0190144,0.147747,0.244972,0.50502,0.374977,0.326036,0.50502,1,,,
Fchsd2,0,0.505711,0.451513,0.125717,0.147139,-0.312902,0.0300026,0.218973,0.0479031,-0.440065,0.505711,1,,,
Tomm22,0,-0.264801,0.30863,0.238422,0.352947,0.506308,0.10961,0.147175,0.139784,0.287174,0.506308,1,,,
Mrps11,0,-0.105406,-0.25869,0.0656567,-0.0477219,0.315557,0.230555,0.2682,0.495628,0.507463,0.507463,1,,,
Gipc2,0,-0.279858,-0.0894489,-0.0330963,0.0489693,0.0973969,0.391457,0.349367,0.131979,0.507957,0.507957,1,,,
Dbnl,0,0.0544052,0.0494556,0.159395,0.0944881,0.352451,0.422775,0.350475,0.508999,0.388271,0.508999,1,,,
Nudt2,0,0.0954647,-0.472651,-0.253654,-0.139309,0.107431,0.320461,0.355108,0.509443,0.363394,0.509443,1,,,
Ywhaz,0,0.100712,0.509478,0.331791,0.430559,0.297358,0.225098,0.371702,0.164551,-0.0353203,0.509478,1,,,
Alg14,0,-0.0280657,0.142821,0.00171375,0.303235,0.241717,0.509646,0.248099,0.319821,0.443196,0.509646,1,,,
Rnh1,0,-0.13438,0.363008,0.383764,0.411131,0.466204,0.511297,0.270987,0.311893,0.351954,0.511297,1,,,
Mrps16,0,-0.36952,-0.353479,-0.304138,-0.265127,0.100643,-0.136881,0.127794,0.333559,0.512524,0.512524,1,,,
Reep2,0,0.171843,0.512873,0.150717,0.172272,0.4562,0.214994,0.230478,0.117296,0.439671,0.512873,1,,,
Mrps2,0,-0.299557,-0.279099,-0.225231,-0.0664806,0.121809,0.083437,0.0440693,0.385862,0.513124,0.513124,1,,,
Pex2,0,0.178892,0.220749,0.332409,0.2857,0.211809,0.358139,0.513767,0.464176,0.347448,0.513767,1,,,
Ehbp1,0,0.480919,0.516478,0.444727,-0.00924492,0.185184,-0.132334,-0.244336,-0.219831,-0.472144,0.516478,1,,,
Timm44,0,-0.19594,-0.197821,0.0113163,-0.0179501,0.270916,0.0120239,0.136742,0.326836,0.516502,0.516502,1,,,
Ddx58,0,0.193611,0.48103,0.516508,0.43924,0.392635,0.381733,0.254581,0.293339,0.363092,0.516508,1,,,
Pmpcb,0,-0.0730724,0.230247,0.314568,0.317995,0.442165,0.165615,0.139898,0.411661,0.516682,0.516682,1,,,
Arap2,0,0.51685,0.479845,0.339951,0.515717,0.384405,0.0111742,0.388372,0.473326,0.436282,0.51685,1,,,
Paox,0,0.244303,0.436226,0.517023,0.373304,0.425709,0.231113,0.400427,0.325163,0.326979,0.517023,1,,,
Cnih4,0,0.114605,0.212374,0.148901,0.414906,0.517321,0.360229,0.0495186,0.4772,0.416433,0.517321,1,,,
Mmgt1,0,-0.109831,0.183649,-0.179262,0.263699,0.248838,0.360371,0.517496,0.359205,0.162724,0.517496,1,,,
Pex1,0,0.170273,0.380707,0.517941,0.301971,0.378632,0.482841,0.46892,0.373148,0.337681,0.517941,1,,,
Lrrfip2,0,-0.3025,-0.241714,-0.489923,-0.264626,-0.142597,0.0183926,0.273781,0.330896,0.518343,0.518343,1,,,
Mrps24,0,-0.363001,0.0177517,-0.0542965,0.119982,0.359497,0.287592,0.163698,0.383242,0.519306,0.519306,1,,,
Pdia5,0,0.51963,0.260784,0.377428,0.189075,0.389503,0.0247612,-0.203915,-0.319788,-0.502728,0.51963,1,,,
Got2,0,-0.156836,-0.0361137,0.292025,0.23098,0.520231,0.140314,0.0153732,0.266636,0.350893,0.520231,1,,,
Ano10,0,0.43334,0.520369,0.439802,0.504698,0.437609,0.455694,0.414888,0.483622,0.428017,0.520369,1,,,
Nisch,0,0.520428,0.069973,0.020174,0.0984707,0.33736,0.157227,0.280067,0.348331,0.342443,0.520428,1,,,
Pitrm1,0,-0.144308,0.107143,0.308733,0.287252,0.520784,0.145016,0.141586,0.11631,0.305857,0.520784,1,,,
Mbnl2,0,0.0690861,0.268057,0.290915,0.308701,0.332911,0.224531,0.520809,0.259678,0.313179,0.520809,1,,,
Wdr47,0,0.235077,0.284664,0.172968,0.144299,0.0525761,0.434214,0.522308,0.49987,0.519526,0.522308,1,,,
Mcfd2,0,0.00141525,0.290205,0.463348,0.522404,0.303955,0.0946655,-0.0520134,-0.173277,-0.00995636,0.522404,1,,,
Tatdn1,0,0.000736237,-0.0452728,0.00839615,0.322939,0.285805,0.435139,0.434189,0.522755,0.402395,0.522755,1,,,
Tmed9,0,-0.0111656,0.405949,0.464474,0.526363,0.517729,0.460951,0.167879,0.0594387,0.0338326,0.526363,1,,,
Tssc1,0,0.526852,0.108908,0.271112,0.206957,0.199013,0.336445,0.250164,0.285746,0.231798,0.526852,1,,,
Pik3r2,0,0.0680294,0.27189,0.115937,0.00606632,0.227917,0.433779,0.527512,0.377693,0.355383,0.527512,1,,,
Dst,0,0.414581,0.530016,0.203268,0.412241,-0.170897,0.126688,0.0905857,-0.0847797,-0.27035,0.530016,1,,,
Bai2,0,-0.518706,-0.240595,0.234318,0.261879,0.530296,0.22537,0.142328,-0.0592022,0.0320606,0.530296,1,,,
Pkn1,0,0.530563,0.0381718,0.172823,0.0986443,0.147837,0.246838,0.226406,0.245996,0.0485439,0.530563,1,,,
Ift20,0,0.0365171,0.530619,0.0860653,0.307997,-0.209851,0.00915432,-0.0205727,-0.0509043,-0.0628614,0.530619,1,,,
Ints1,0,-0.153072,-0.316076,-0.244198,-0.168997,-0.111679,-0.133379,-0.116545,-0.07094,0.531059,0.531059,1,,,
Rrbp1,0,0.345438,0.533951,0.419868,0.495173,0.222166,0.36874,0.448339,0.209124,-0.214001,0.533951,1,,,
Mllt4,0,0.361507,0.457417,0.506287,0.370012,0.533981,0.16571,0.136288,0.0700951,0.129856,0.533981,1,,,
Atp6v1h,0,0.0676098,-0.0236721,-0.0187187,0.0487633,0.180567,0.315578,0.528019,0.534283,0.528807,0.534283,1,,,
Zkscan3,0,0.534418,-0.0225687,-0.252036,-0.0764437,0.421112,0.224432,-0.120294,-0.113871,-0.0456791,0.534418,1,,,
Mprip,0,0.534538,0.323223,-0.115374,-0.0985699,-0.0974045,0.114529,0.313328,0.169609,-0.202555,0.534538,1,,,
Kif1b,0,-0.0559998,0.132196,0.309708,0.257582,0.278524,0.397728,0.534662,0.457689,0.291235,0.534662,1,,,
Slc18b1,0,0.113089,0.24024,0.137351,0.184315,0.53532,0.204902,0.332769,0.354156,0.186021,0.53532,1,,,
Ak2,0,-0.260366,-0.0773468,0.0615158,0.0745506,0.479959,0.0985432,0.196596,0.331087,0.535992,0.535992,1,,,
Crtc1,0,-0.0561867,0.265137,0.311287,0.298145,0.419962,0.350172,0.539419,0.261469,0.248981,0.539419,1,,,
Cmpk1,0,-0.0175114,-0.155134,0.0844364,0.111444,0.234936,0.300804,0.539989,0.48353,0.0810413,0.539989,1,,,
Scamp3,0,0.263224,0.427847,0.49704,0.445284,0.540529,0.390472,0.451101,0.41526,0.509476,0.540529,1,,,
Dolpp1,0,-0.255561,-0.219296,0.29635,0.33683,0.114709,-0.0777159,-0.00476456,0.104507,0.540605,0.540605,1,,,
Emc2,0,-0.0214844,0.11487,0.164291,0.357891,0.478746,0.409983,0.449829,0.489285,0.54129,0.54129,1,,,
Ring1,0,-0.212276,-0.357773,-0.0601177,0.11985,-0.121876,0.233528,0.325745,0.425091,0.542696,0.542696,1,,,
Ccdc91,0,0.543158,0.410158,0.359127,0.418867,0.304054,0.447264,0.490143,0.480822,0.343821,0.543158,1,,,
Rabgef1,0,0.180735,-0.057579,0.0497532,0.154734,-0.0184784,0.225363,0.361197,0.5432,0.460365,0.5432,1,,,
Kif1a,0,0.418121,0.543295,0.53326,0.512133,0.408689,0.416842,0.287624,0.412827,0.461483,0.543295,1,,,
Mtor,0,0.298674,0.361031,0.307703,0.372498,0.283773,0.469715,0.466906,0.530588,0.543575,0.543575,1,,,
Ccsmst1,0,-0.303556,-0.0116539,0.019516,0.021492,0.343739,0.235121,0.0240765,0.545874,0.2083,0.545874,1,,,
Afg3l1,0,-0.022089,0.152769,0.248585,0.358837,0.446772,0.250917,-0.000267029,0.414133,0.546249,0.546249,1,,,
Usp8,0,0.264973,0.47728,0.524494,0.546856,0.329428,0.271091,0.185154,0.167103,0.0230961,0.546856,1,,,
Acot8,0,-0.396364,0.547409,0.321333,0.0946407,0.0572071,0.0953388,0.0182972,-0.0547695,0.343203,0.547409,1,,,
Gfer,0,-0.166014,-0.146257,-0.0967808,-0.0311871,0.243101,0.00498295,0.00195026,0.20388,0.547544,0.547544,1,,,
Mrpl40,0,-0.162369,0.00460052,0.136621,0.0984249,0.550745,0.252611,0.488358,0.521948,0.28051,0.550745,1,,,
Arhgef10l,0,0.0136499,0.105786,0.274863,0.421411,0.550763,0.475162,0.256747,0.23404,0.399739,0.550763,1,,,
Tm9sf3,0,0.337082,0.493786,0.437546,0.550909,0.332811,0.163572,-0.415648,-0.0253773,0.113184,0.550909,1,,,
Mrps34,0,-0.0996666,-0.0463371,0.0422897,0.11829,0.305122,0.187963,0.203705,0.408642,0.552019,0.552019,1,,,
Syn1,0,0.305647,0.274305,0.308836,0.321424,0.27939,0.518986,0.403339,0.556255,0.537619,0.556255,1,,,
Rb1cc1,0,0.386824,0.477751,0.418768,0.412785,0.387135,0.34198,0.55653,0.531883,0.375994,0.55653,1,,,
Ashwin,0,-0.537867,-0.156824,-0.0936623,-0.106337,0.285006,0.0857811,0.556847,0.166651,-0.0662193,0.556847,1,,,
Dstn,0,-0.289612,0.21648,0.496546,0.442085,0.37142,0.320751,0.29278,0.107719,0.557678,0.557678,1,,,
Dnajc11,0,-0.370953,-0.106239,-0.089201,0.170593,0.489681,0.187578,0.160929,0.339172,0.55769,0.55769,1,,,
Lman2,0,-0.0375004,0.325245,0.438684,0.494461,0.558815,0.315937,0.270096,0.0502167,-0.160366,0.558815,1,,,
Tsc22d4,0,0.195967,0.392389,0.529169,0.313953,0.400555,0.397316,0.301764,0.229481,0.55957,0.55957,1,,,
Hook2,0,-0.240582,-0.0972061,-0.326189,-0.0218487,0.239582,0.127863,0.559631,0.235937,0.369503,0.559631,1,,,
Chchd4,0,0.249994,0.528601,0.56003,-0.197306,-0.0258846,0.0266819,0.376984,0.490993,-0.114185,0.56003,1,,,
Plcl1,0,0.560144,-0.33145,-0.354433,-0.153536,-0.135845,0.0403728,0.278589,0.457474,0.264189,0.560144,1,,,
Rtn4,0,0.560379,0.0275383,-0.174591,-0.20776,-0.0914192,-0.0966854,-0.0748272,0.0674286,0.0496082,0.560379,1,,,
Ankrd13a,0,0.120667,0.560814,0.215523,0.359982,0.133911,0.0400734,0.138243,-0.132647,0.226254,0.560814,1,,,
Trmu,0,0.0610447,0.184608,0.348602,0.333529,0.561096,0.29394,0.101824,0.226776,0.430775,0.561096,1,,,
Golph3l,0,-0.0271988,0.140421,0.226889,0.191074,0.557764,0.0922508,-0.29203,-0.196384,0.561983,0.561983,1,,,
Fam136a,0,0.155346,-0.0624847,-0.049387,0.0849113,0.562099,0.125082,0.198767,0.407564,0.274498,0.562099,1,,,
Src,0,0.355399,0.417724,0.511544,0.563071,0.519025,0.137664,0.300588,0.164577,0.394189,0.563071,1,,,
Smap1,0,0.217541,0.396227,0.531538,0.465996,0.312893,0.480242,0.563183,0.357298,0.212187,0.563183,1,,,
Mdp1,0,0.198471,0.356905,0.552927,0.450005,0.514095,0.442299,0.398567,0.564068,0.513306,0.564068,1,,,
Tefm,0,-0.173353,0.00125313,-0.00764656,0.256817,0.505346,0.286669,0.209986,0.398682,0.564554,0.564554,1,,,
Npc2,0,-0.0727959,-0.278351,-0.117378,-0.561211,-0.391872,0.144917,0.139334,0.221828,0.564873,0.564873,1,,,
Flcn,0,0.369964,0.565598,0.216311,-0.138029,0.293448,0.393645,0.132829,0.304011,0.244281,0.565598,1,,,
C18orf32,0,0.565714,0.315853,0.157629,0.147778,-0.00762558,0.465883,0.523117,0.408224,0.0333157,0.565714,1,,,
Snap47,0,0.566174,0.380186,0.255375,0.446489,0.342731,0.324167,0.437181,0.411592,0.304434,0.566174,1,,,
Ctnna1,0,0.264227,0.425779,0.508591,0.567114,0.385181,0.28203,0.267845,-0.0259514,0.223852,0.567114,1,,,
Esrra,0,-0.371651,-0.191858,-0.0876617,-0.145771,-0.00614166,0.221008,0.287815,0.119986,0.567759,0.567759,1,,,
Arpc1a,0,0.16153,-0.186148,-0.116026,0.243746,0.20746,0.560871,0.404829,0.567896,0.537159,0.567896,1,,,
Exog,0,-0.0391445,-0.396427,-0.271666,-0.0260353,0.436451,0.143553,0.297506,0.478025,0.567968,0.567968,1,,,
Commd6,0,-0.235863,-0.288527,-0.0288792,0.0134983,0.138071,0.368549,0.495008,0.425385,0.568348,0.568348,1,,,
Pacsin2,0,0.568596,0.206787,-0.0175934,0.106766,0.0503845,0.337404,0.423903,0.455339,0.275518,0.568596,1,,,
Mboat7,0,0.140274,0.095026,0.0391808,0.304714,0.448158,0.401093,0.400246,0.405952,0.569277,0.569277,1,,,
Sec62,0,0.569344,0.458891,-0.0159283,0.150852,-0.17861,0.00356293,-0.326578,-0.14274,0.077179,0.569344,1,,,
Wbp2,0,0.570061,0.365671,0.101198,0.182951,-0.255075,-0.0106926,-0.136909,-0.293188,-0.51053,0.570061,1,,,
Sos2,0,0.329206,0.375389,0.293091,0.374741,0.500082,0.32263,0.522833,0.508749,0.570074,0.570074,1,,,
Uhrf1bp1l,0,0.570286,-0.187456,-0.289574,-0.00621414,-0.216019,-0.157255,-0.02425,0.0608883,-0.152737,0.570286,1,,,
Cdh2,0,0.214376,0.129448,0.443422,0.434437,0.517696,0.472395,0.570303,0.405439,0.419813,0.570303,1,,,
Rhog,0,-0.0154667,0.157789,0.305347,0.172459,0.468977,0.497538,0.237604,0.443832,0.570601,0.570601,1,,,
Uqcc1,0,-0.521368,-0.325809,-0.347136,-0.110363,-0.396875,-0.234655,-0.154961,0.153015,0.571537,0.571537,1,,,
Zfpl1,0,0.249037,-0.171562,0.176884,-0.0509071,0.385677,0.169262,0.385912,0.571625,-0.438335,0.571625,1,,,
Mogs,0,-0.286114,0.174824,0.283379,0.320042,0.5746,0.361031,0.393946,0.299654,0.410471,0.5746,1,,,
Nt5c2,0,-0.166008,-0.28623,-0.454332,-0.226784,-0.192455,0.12923,0.354242,0.398815,0.575325,0.575325,1,,,
Tmem205,0,0.072567,0.437454,0.334307,0.33296,0.519386,0.575773,0.351753,0.328491,0.491518,0.575773,1,,,
Ptpn13,0,-0.279623,0.112421,-0.0596886,-0.00835609,-0.0268898,0.0366383,0.576029,0.101326,0.0690765,0.576029,1,,,
Stk11,0,-0.0837345,0.197538,0.146675,0.337219,0.0917225,0.33972,0.541794,0.437523,0.576981,0.576981,1,,,
Ubp1,0,0.372675,0.577341,0.392937,0.519674,0.438906,0.45326,0.560068,0.395943,0.256788,0.577341,1,,,
Mapre3,0,-0.227877,0.112354,0.319277,0.308977,0.496742,0.503477,0.577925,0.412369,0.368341,0.577925,1,,,
Vps51,0,0.149784,0.508221,0.345203,0.577944,0.511917,0.383858,0.479279,0.426779,0.505545,0.577944,1,,,
Uso1,0,0.189089,0.512545,0.412823,0.578121,0.430466,0.516193,0.512751,0.392569,0.222057,0.578121,1,,,
Mrps22,0,-0.503578,-0.382069,-0.352484,-0.165287,0.103313,-0.113331,0.0345058,0.25189,0.578428,0.578428,1,,,
Creld2,0,0.167034,0.576374,0.305763,-0.226692,0.0030632,0.155453,0.163332,0.579014,-0.424944,0.579014,1,,,
Impa1,0,0.222876,-0.211468,0.0811024,-0.0780659,0.0716686,0.22831,0.178509,0.580345,0.062624,0.580345,1,,,
Mrps17,0,-0.335314,-0.321127,-0.304636,-0.123852,0.0934258,0.17028,0.188139,0.371958,0.58078,0.58078,1,,,
Casc4,0,0.402031,0.46348,0.324902,0.580799,0.165918,0.296103,0.512604,0.135889,-0.278957,0.580799,1,,,
Add3,0,-0.110479,-0.255713,0.141594,0.0405922,0.549877,0.44113,0.0953941,0.172365,0.580837,0.580837,1,,,
Usp2,0,-0.0689135,0.363544,0.555616,0.537813,0.460169,0.490377,0.0753889,0.581294,0.0973349,0.581294,1,,,
Fam160a2,0,-0.107765,0.281429,0.255432,0.407095,0.367481,0.33515,0.53583,0.511251,0.581318,0.581318,1,,,
Rnf123,0,-0.0548744,0.265394,0.110243,0.291256,0.257204,0.350178,0.305433,0.551981,0.581877,0.581877,1,,,
Cobll1,0,-0.300148,-0.402399,-0.101566,-0.36832,0.582867,-0.228836,-0.277874,-0.348652,0.130196,0.582867,1,,,
Txndc5,0,0.443977,0.561769,0.582981,0.507307,0.325165,0.135811,0.0768089,-0.0178642,-0.452539,0.582981,1,,,
Stam,0,0.00175095,0.015461,0.164854,0.106869,0.3529,0.425009,0.584991,0.526159,0.446646,0.584991,1,,,
Pcdhga4,0,0.201319,0.58638,0.376255,0.27219,0.259953,0.0126152,0.0575237,-0.157925,0.148264,0.58638,1,,,
Sdf4,0,0.449501,0.587311,0.372149,0.0835266,0.0279274,-0.100491,-0.0717602,-0.316608,-0.346697,0.587311,1,,,
Stt3a,0,0.587673,0.115622,0.179028,0.200634,0.303129,0.0555096,-0.110744,-0.21694,-0.275049,0.587673,1,,,
Paqr4,0,0.16647,0.332952,0.589478,0.248152,0.532709,0.0492725,-0.0871162,-0.350435,0.106113,0.589478,1,,,
Ppm1b,0,-0.0968781,0.0476151,0.143103,0.131252,0.457556,0.480566,0.511789,0.589647,0.56081,0.589647,1,,,
Guk1,0,-0.00740623,0.234842,0.431513,0.350306,0.591169,0.555649,0.519096,0.481775,0.31118,0.591169,1,,,
Zhx1,0,0.591562,0.328786,0.259379,0.194961,-0.000617027,-0.141919,-0.579672,-0.224644,-0.103676,0.591562,1,,,
Frmd8,0,0.591608,-0.153179,-0.207918,0.0571499,0.433048,0.178843,0.193693,0.170424,-0.0589924,0.591608,1,,,
Ptpn9,0,0.01581,0.263168,0.344303,0.425533,0.45047,0.473272,0.233032,0.327436,0.59181,0.59181,1,,,
Tbcel,0,0.194069,0.38785,0.476734,0.458857,0.591854,0.547987,0.465771,0.41375,0.424017,0.591854,1,,,
Capns1,0,0.461725,0.106556,0.21702,0.402012,0.407206,0.59202,0.480001,0.555382,0.365931,0.59202,1,,,
Shroom2,0,-0.182226,0.0672188,0.113956,0.200991,0.211634,0.102293,0.267416,0.258402,0.593479,0.593479,1,,,
Osbpl8,0,0.267666,0.432909,0.438303,0.421806,0.426304,0.323242,0.5951,0.284714,0.192951,0.5951,1,,,
Gstp1;Gstp2,0,0.0843201,0.14986,0.0932426,0.0942459,-0.150702,0.0852318,-0.457848,0.217373,0.5968,0.5968,1,,,
Rfk,0,-0.122732,-0.0654945,0.13789,0.10918,0.430527,0.532185,0.597607,0.479515,0.569117,0.597607,1,,,
Dcp1a,0,0.510996,0.598053,0.420818,0.210276,0.0102329,0.0432034,0.23912,-0.0495052,-0.12077,0.598053,1,,,
Pafah1b2,0,-0.203949,0.569126,0.566664,0.279329,0.497004,0.0460663,0.598377,0.531206,0.25638,0.598377,1,,,
Lphn3,0,-0.217676,-0.091795,0.0922146,0.213442,0.247244,0.528112,0.58202,0.57336,0.598734,0.598734,1,,,
Pgk1,0,0.0581017,0.0851879,0.344419,0.378382,0.262903,0.464426,0.599133,0.441927,0.269125,0.599133,1,,,
Dnajc18,0,0.578776,0.4381,0.088707,0.247758,0.147476,0.423778,-0.0447721,0.601108,0.268075,0.601108,1,,,
Yipf5,0,-0.168636,0.404255,0.398615,0.601158,0.113291,-0.0498619,-0.0331783,-0.478392,-0.531778,0.601158,1,,,
Dnajc3,0,0.563452,0.601749,0.45623,0.438248,0.215446,0.243015,0.133337,0.0404587,-0.495068,0.601749,1,,,
Twf1,0,0.602636,-0.0804939,0.0377865,0.159073,0.160997,0.144423,0.35284,0.252815,0.0208454,0.602636,1,,,
Pafah2,0,0.00265503,0.60401,0.596893,0.470675,0.513065,0.455996,0.329697,0.227264,0.314577,0.60401,1,,,
Spr,0,-0.236097,-0.160152,-0.0836563,-0.0874081,0.0964165,0.340609,0.556156,0.560745,0.604181,0.604181,1,,,
Tmco6,0,0.60638,0.0510635,0.0418873,-0.157475,-0.110571,-0.175404,0.237107,0.00382233,-0.221936,0.60638,1,,,
Atp6v1f,0,0.1318,0.122984,0.0418091,0.1383,0.181185,0.330721,0.606522,0.555759,0.511097,0.606522,1,,,
Hdgfrp3,0,-0.366711,-0.277668,-0.111006,-0.176741,0.18079,0.116182,0.24921,0.458277,0.607822,0.607822,1,,,
Wdr13,0,0.209258,0.367381,0.270963,0.295941,0.362826,0.465117,0.130977,0.404283,0.608937,0.608937,1,,,
Vps4a,0,0.105247,0.123199,0.305534,0.317066,0.319937,0.453514,0.609627,0.374954,0.150661,0.609627,1,,,
Pepd,0,0.0189247,0.295206,0.450251,0.511826,0.530319,0.604925,0.58004,0.611101,0.418673,0.611101,1,,,
Rab7a,0,0.415569,0.304764,0.275997,0.209967,0.312996,0.437206,0.611362,0.604839,0.360435,0.611362,1,,,
Wipi2,0,0.331238,0.243639,0.307198,0.398016,0.346407,0.51239,0.130552,0.364426,0.613813,0.613813,1,,,
Trpc4ap,0,0.171828,0.466695,0.613961,0.458182,0.0394773,0.196511,0.0484457,0.392505,0.223132,0.613961,1,,,
Tbc1d23,0,0.272005,0.559519,0.591299,0.412691,0.614582,0.521807,0.50421,0.397581,0.366329,0.614582,1,,,
Mrps28,0,-0.53969,-0.0225143,-0.164461,0.132532,0.319876,-0.0023632,0.163021,0.379459,0.615154,0.615154,1,,,
C16orf70,0,0.615765,0.0045433,0.153997,0.240044,0.219177,0.336515,0.444641,0.552776,0.328785,0.615765,1,,,
Mrpl34,0,-0.346033,-0.178711,-0.178272,-0.212408,0.445185,0.0929203,-0.201845,0.238535,0.617435,0.617435,1,,,
Eif4g3,0,0.0195026,0.230995,0.327049,0.464357,0.333729,0.576641,0.617924,0.586342,0.22048,0.617924,1,,,
