"gene_id","Mio_vs_WT_log2FoldChange","ZFRP_vs_WT_log2FoldChange","Raptor_vs_WT_log2FoldChange","WT_tpm","SETDB1_GKD_vs_WT_log2FoldChange","Nup154_GKD_vs_WT_log2FoldChange","EzGLKD_vs_wGLKD_log2FoldChange","cluster"
"FBgn0039682",8.08226336266769,4.75579093216598,5.67727557511454,1.37121092589942,1.95018518932369,-1.73475376877542,7.21310471788067,"c1"
"FBgn0035234",8.07886781134554,-0.0131435430442162,-0.0148903527251106,0,0.296874137529829,-0.0362961028606101,3.07554838021283,"c1"
"FBgn0243514",8.07201131238337,7.31994776424747,6.30581686383966,0.125562474975066,5.33159827487835,5.39764888275969,5.97492001434893,"c1"
"FBgn0033558",8.07021663766126,8.04300871576357,7.04641181598503,0.00222093190391961,1.36841749313384,0.480544722659695,4.33795307995968,"c1"
"FBgn0030929",8.07017477459332,0.979830537069068,-0.0310116791665093,0.0758715589770239,1.30481467354789,0.88613718811824,1.75476571751253,"c1"
"FBgn0039297",8.06885969290234,6.42517224267899,7.35180045881761,0.969687260912249,4.35593361321468,3.13815560986947,7.08238353433375,"c1"
"FBgn0063499",8.0660437077304,4.14461169054667,5.83452009105438,0.460356747347276,5.23270236089281,4.75796696186119,3.7154540863787,"c1"
"FBgn0000079",8.06055681932502,0.0576949974954309,0.381826580327912,0.148799588239898,5.7865689974038,1.27743340140663,-0.00371488205762437,"c1"
"FBgn0051288",8.05989283340719,-0.494805938061077,0.362951907267307,0.784639992569199,6.04031837620293,6.29536806590374,2.30121359862082,"c1"
"FBgn0035189",8.04780283015353,1.70748560548138,1.92340046854127,1.35718794953426,4.19790348053962,3.92335165479622,1.80060668693144,"c1"
"FBgn0039326",8.0458816670171,3.27655630774482,3.86192132206998,0.111269244685629,5.67359619850196,4.49253913316332,4.86150170828858,"c1"
"FBgn0039311",8.02416660935243,-0.0670461809926925,0.655873550595612,1.10325801388934,8.30430412903805,7.71740720481338,8.08640000985514,"c1"
"FBgn0036727",8.02366380673929,7.03896955395641,5.45978350965312,0.0939423356409812,4.14051472478658,5.83372401740172,1.44471444201009,"c1"
"FBgn0022355",8.01342104180389,6.06007513703954,5.82056821716816,0.272615387854134,1.47144880198259,2.57858461146261,1.26320928730844,"c1"
"FBgn0000477",8.01029036323548,3.74199074282376,3.84485271532669,0.101915769326037,2.45056868923691,0.742115163387874,3.29949706845774,"c1"
"FBgn0050339",8.00590017059259,0.433135401599835,1.5440610486593,0.0783306583376982,5.13672183305382,4.45877524847834,4.88197675571695,"c1"
"FBgn0033949",7.99107312542077,7.09261246718015,6.68756820053748,0.15435271655932,4.89485356147744,4.6099405894324,8.15286908799329,"c1"
"FBgn0265052",7.98894314324087,4.34053183125547,4.09632695178902,0.355162620954588,4.61105247418437,3.62102910170801,3.63999099080687,"c1"
"FBgn0038832",7.98653845938314,6.79246387646684,6.48389580998379,0.110573285534396,4.30817503294994,3.71955079157229,4.72962197093807,"c1"
"FBgn0003961",7.9462526078703,-0.340610323186701,-0.323244135390852,0.941929862228882,6.40556163957865,9.25989551095907,7.76650618458968,"c1"
"FBgn0030348",7.94352566229097,6.53558042713861,5.39343158774188,0.0136957831289865,3.32945644890278,3.12431639192107,6.13461693084564,"c1"
"FBgn0053258",7.93264278735183,-0.702070037402546,-0.138265537122205,0.935357088189365,6.45542844284211,7.51690371386711,5.18363244463845,"c1"
"FBgn0038391",7.91975092573227,-0.317432777466746,-0.0966445159190592,0.037722475971649,6.43995396600431,5.45932344063918,2.88805117620655,"c1"
"FBgn0000659",7.91527763968363,-0.253181220368274,0.0864362359217608,0.0548699305918752,8.86377387710354,8.44615494870895,2.95473774137099,"c1"
"FBgn0003651",7.90679861823424,3.35307204218445,4.04822679239358,0.015779250240937,2.41696550241005,1.45539734077656,6.17035198930474,"c1"
"FBgn0036768",7.8979110213832,1.95412831349774,2.548657000173,0.0547584139205378,4.38354337035826,3.23341094669991,1.85649040624977,"c1"
"FBgn0002565",7.88220107926718,6.30145494410081,7.84380507695872,0.24025377302345,4.45389744156762,3.96624565383795,1.39572775728605,"c1"
