"","gsc","cb","bam_hs_input","young","wt","ZFRP","Mio","Raptor"
"Tsp42En",0.249,1.321,2.07,3.219,-0.829,2.19083087517986,3.33278609179534,2.53298121857728
"CG44008",2.054,4.133,2.904,-1,-0.563,3.86093065500326,5.85745646312966,3.0250440691343
"CG13116",0.861,2.475,3.246,3.307,0.869,4.04408969866949,4.38892128544017,3.09839405640641
"CG9164",-0.592,1.469,1.094,1.356,-0.808,2.27217914550064,2.77596127435043,1.33877467338123
"CG14905",1.835,5.222,3.925,1.107,-0.862,2.18045553585685,2.14718125791616,2.03046054936806
"CG8738",0.664,2.478,2.574,2.147,-0.614,1.99266952784188,2.34068467275094,1.86555348888542
"Ance-4",NA,NA,NA,NA,NA,0.470133949861005,3.03475216458621,1.0600497843014
"IM33",5.808,8.122,5.848,3.088,-1,3.90051773389825,7.32639630565724,4.88851182725754
"PGRP-SA",1.946,3.33,3.109,0.846,0.307,2.79903407075793,3.68393491449242,2.87156498389567
"CG6415",1.699,3.6,1.971,-1,-1,1.16096111470271,2.39406796125662,1.88984835007256
"CG43386",0.496,0.836,3.344,0.143,-0.864,2.15878379975404,2.99294317585337,2.3323488234268
"CG13794",NA,NA,NA,NA,NA,0.530928580314368,1.41351099789381,0.857514936732437
"grass",1.729,3.326,2.327,3.322,0.056,2.7855087928774,3.27384262768365,2.20482592235152
"CG15353",5.152,5.515,6.746,2.363,1.939,5.56677117721683,5.34308570894656,4.91498517303887
"SPE",1.532,4.095,4.041,1.325,0.038,1.33118961654649,3.22826815644972,1.87108155247525
"Obp83ef",0.688,2.734,2.395,1.205,-1,3.15568460298088,4.17390882447821,2.32304400577361
"yellow-d",3.13,4.126,-1,0.732,-0.748,2.93102790562484,3.502876254774,0.712933381922339
"CG30285",2.732,3.497,4.219,1.88,1.067,4.44819071303058,4.26280070060485,2.41266978850847
"CG16756",2.021,3.222,0.122,1.506,-1,0.863416575357948,4.055994031364,2.3580384540987
"CG5281",3.886,4.732,3.919,3.287,1.331,2.98331491257233,2.12447394716397,2.5439527339983
"CG30196",2.162,3.31,4.972,1.994,-0.258,4.10163536730405,3.69389629973105,3.4638357120068
"RpS19b",8.479,8.706,8.556,4.529,0.809,6.73108855791685,4.08836714438418,5.9511024542837
"CG5895",NA,NA,NA,NA,NA,1.57333873046053,2.10081931883302,1.1286170805129
"PK2-R2",NA,NA,NA,NA,NA,0.91725567551024,1.76102798098828,1.37640532865512
"CG4928",0.736,4.626,0.754,2.681,-0.234,3.78301445371615,8.48191807748795,2.6364352698188
"CG4335",NA,NA,NA,NA,NA,0.495915303341349,2.44523020622575,0.780176843245628
"Cyp301a1",-0.021,1.36,2.701,1.433,-1,1.18366937238701,1.71422046921485,1.33197163922915
"CG42808",0.722,3.814,4.462,4.954,0.85,4.88722521815967,5.15757074859222,4.68914379541774
"bnl",0.321,2.962,1.37,2.024,-0.208,1.71049989220402,2.14851876051254,1.72043828601821
"CG12766",0.277,1.584,1.804,-0.187,-0.61,1.14330149077844,4.15437857351688,0.944448892921175
"Prat2",1.701,4.883,0.839,0.438,-0.892,1.18995100195862,3.85211615337524,2.339277395206
"mthl4",1.975,3.904,4.075,3.097,2.134,3.97022848496253,4.0478672817082,3.34268919561544
"CG31051",1.765,4.043,2.154,2.068,-0.742,2.63331930537795,2.63347977311278,3.65229923365203
"CG34166",5.685,8.328,3.755,-0.266,-1,4.72242740510613,7.02352130677926,5.96687023324995
"PGRP-SB1",2.679,3.686,-1,1.711,1.401,0.948817526352271,4.11081198768074,2.11896908403465
"CG34054",1.629,3.39,3.777,-0.196,-0.615,3.88081999174016,3.47480109953611,3.35639990770205
"CG1468",2.763,6.001,4.588,1.11,-1,2.93895862797351,5.80767610646274,2.98277302439041
"Syt4",-1,-0.42,-1,2.496,1.685,1.35571106833947,1.11107590298878,1.19571134962146
"kek2",-0.753,1.534,0.103,-0.232,-0.717,0.44552108934723,0.683659941480813,0.221288153066863
"uif",-0.563,1.799,-1,0.972,-0.96,0.421605379525382,0.850771509762797,0.485230254480001
"knrl",-0.706,0.523,0.361,0.784,-0.94,0.75535009148287,0.947456291215217,0.545639625810987
"CG15201",2.141,3.299,-1,1.679,-0.25,3.59540522143687,4.34791927627793,2.67261191746047
"frma",0.915,2.911,0.021,-0.371,-0.582,0.440281779111696,2.99169258633389,0.673749792854794
"CG17108",2.647,5.06,-1,0.152,-0.807,2.94974808083308,4.68022060253648,3.24797235238291
"CG9812",-0.753,1.554,-1,2.328,-1,0.740064868074534,3.60700155275577,1.525094773899
"CG14566",0.869,0.057,2.802,5.841,-0.444,3.51536547219681,4.67866045210674,3.30930435003697
"Fbp2",3.191,8.424,-1,0.095,-0.792,1.62470725196552,5.05833485668658,2.83438277703656
"CG34330",2.589,5.385,5.619,1.571,0.54,5.24077238379169,6.07953903044194,3.85868812969897
"CG5773",1.603,4.107,3.765,0.231,-0.203,3.04589798066614,3.6981878610051,2.11416381386587
"Cyp6a21",-0.675,2.343,-1,-1,-0.505,1.76519702259088,2.74146625142745,0.806818252564003
"Unc-115b",NA,NA,NA,NA,NA,0.718549903132437,5.07689863800015,5.21782504135364
"CG8642",-0.782,0.978,1.648,0.366,-1,1.03495309675536,1.96368420060844,0.582134965022099
"Slob",-0.955,0.195,-1,0.252,-0.875,0.153973981349808,0.713065277603695,0.2779897639321
"CG14253",NA,NA,NA,NA,NA,3.06626740160851,3.12067463102432,2.76559510706299
"CG2233",7.099,8.705,8.051,4.126,2.535,4.39747844091802,7.22991606939475,4.18639825553325
"Lim1",-0.561,0.854,-1,0.189,-0.628,1.20836535696503,1.3568349503315,0.658609539468834
"arg",1.59,4.381,2.374,0.101,0.384,1.53382433831417,2.84294708248965,2.13708846608175
"CG34423",1.729,3.027,-1,0.876,0.359,3.11518426106969,4.07127444380854,2.65450371550924
"Loxl1",2.518,3.94,-1,1.54,-0.052,1.38063204759684,1.88235811297849,2.91208157187876
"CR44383",NA,NA,NA,NA,NA,4.4923064202415,4.02409024607227,3.84890447915972
"ord",4.022,6.427,5.016,1.291,-0.404,3.08599536717891,2.40337568312753,1.94717267790465
"CG12477",3.199,3.937,3.103,-0.614,-0.676,5.25517025609429,2.79498761470999,0.403923907659662
"GLaz",4.595,5.291,4.121,3.871,3.976,4.50464896505488,4.10902416113951,3.64538557639494
"CG17127",4.706,4.215,4.485,1.528,-0.561,5.29575520660432,3.58793781732236,3.57866883038976
"stv",3.13,6.29,7.316,5.077,2.282,5.52566479863687,7.18177025058988,6.6425236513571
"GstE10",2.326,1.44,-1,0.053,-1,3.0130649655822,6.86821068862267,4.29934772583707
"sNPF-R",-0.754,0.252,-1,-0.361,-0.81,1.91466431492238,1.20066948631971,1.07893420772649
"tx",-0.602,0.992,2.53,0.068,-0.904,1.0192266120983,1.62655986170952,0.79855150959272
"dar1",-0.603,0.357,1.675,0.869,-1,1.2362811455432,1.03986481676489,0.869484767241972
"Pal2",NA,NA,NA,NA,NA,0.608846911378386,2.01960332459652,0.662359945419324
"CG32335",NA,NA,NA,NA,NA,0.618900724949051,2.57504558070658,0.69289944645622
"CG6553",0.056,1.379,-1,1.241,-1,2.03297512994416,2.60555288447918,1.89518169119882
"CG14072",4.245,5.724,3.796,3.126,0.837,5.12432922360195,3.089630741722,2.84458562358878
"KP78a",NA,NA,NA,NA,NA,1.29044359202013,1.53039993198268,1.05919018682903
"CG43155",0.619,1.89,2.084,0.566,-0.75,1.13586592791049,1.39792767142309,1.5782514169109
"l(2)k05911",-0.451,1.01,-1,0.96,-1,0.647511340350143,1.18288253307478,1.17119934532283
"CG14932",6.895,7.773,7.008,2.293,0.407,3.40605937014926,3.57022849002268,3.41200121826384
"svp",NA,NA,NA,NA,NA,0.175838246228406,1.43079588926306,0.212430603158643
"TotA",3.602,6.647,6.158,2.125,1.06,2.96282820580666,5.47774834635998,3.05323839177338
"Cyp4d20",0.476,2.752,-1,-0.583,0.071,1.50108920601822,2.08952153836552,1.11610072440311
"CG16898",NA,NA,NA,NA,NA,1.90247442194147,3.69523567914033,0.952967393796565
"CG6034",-0.043,1.904,-0.759,-0.689,-0.864,2.31005447392481,1.94327823478815,1.07833804065815
"CG33939",2.135,3.224,5.843,2.906,2.807,4.14203529573445,3.4251763958798,3.73751686904124
"CG9095",-0.531,0.635,-1,1.594,-0.61,0.822802945670278,1.11874492420214,0.919715895528584
"psh",-0.162,1.74,-1,0.942,-0.509,1.96057061281057,1.50058722979418,1.5995526046666
"SkpE",NA,NA,NA,NA,NA,5.98841826191645,2.56567699207453,0.997391624694811
"Frq1",-1,0.067,-1,-0.385,-0.879,0.244852835036333,0.706082920981117,0.103867445267128
"Sh",-0.948,-0.062,-0.439,-0.31,-0.989,0.223800173626033,0.641110157072375,0.149634048868087
"mamo",1.283,5.012,4.725,5.044,1.864,4.90911128576135,5.1972773307,4.70372038896659
"CG14591",NA,NA,NA,NA,NA,0.952499437042932,1.74954344687548,0.514704434434843
"HP1D3csd",3.686,4.832,4.377,0.697,-0.31,4.74521213737322,2.8833665798139,2.7917908178455
"CG12164",-0.75,-0.297,-1,-0.164,-0.853,3.18519142554803,1.90755074649859,2.42584023803482
"dpr19",-0.309,2.115,1.218,1.115,-0.831,1.26578132086505,1.73563302489662,1.2224785366235
"croc",0.204,3.983,-1,1.342,-0.901,1.68894009396817,1.31731228746673,1.45047000316398
"Rpt6R",3.358,4.154,2.455,-0.011,0.254,0.966658539610806,2.19807240324931,0.637048380884842
"CG14757",3.047,4.391,3.967,3.06,3.089,3.7242081914492,4.03729803796484,3.11285645409883
"spz3",-0.728,0.609,2.407,0.656,-0.523,0.990172617453184,1.44759651785216,1.16695936256905
"CG7296",1.458,3.934,-1,0.197,0.162,4.07936432799577,3.67608309803579,3.63196568795159
"CG13306",-0.171,1.484,4.818,1.484,-0.606,2.81335093678011,3.75388234632796,2.39374296491635
"CG14346",4.141,4.717,2.322,0.047,-0.234,2.35237686551157,3.00442760578011,1.98819466488051
"Lsp2",5.542,10.502,1.198,-0.345,-1,4.72259593828143,5.54672921144936,5.73026309750061
"CG31769",1.777,4.24,3.231,0.425,-0.309,1.32253049869637,3.55270011121892,1.39941154727436
"CG33465",-0.271,0.915,-1,0.818,-1,1.00872806517045,2.31141955763793,0.217422044946449
"CG33281",1.264,3.23,2.242,2.274,-1,2.43619596469603,6.67667679303496,1.98453813710644
"Ser",-0.957,-0.271,-1,-0.496,-1,0.340201387239561,0.70434929112279,0.367366187673855
"AkhR",NA,NA,NA,NA,NA,0.340527397919282,1.76394479554378,0.992885004475972
"CG43402",1.044,3.22,-1,-1,-1,1.98054847279451,3.18660964724566,1.5953496029971
"CG33458",-0.391,-0.234,-1,1.833,-1,1.79784215028676,2.43364685898063,1.21506961715787
"CanB",0.467,2.146,-1,1.53,-0.509,2.25339377036829,1.4940214945966,0.842126185128535
"CG10031",NA,NA,NA,NA,NA,1.82924894123136,3.89028735391844,1.95117907235838
"Lsp1alpha",0.069,6.096,-1,-0.792,-0.911,0.35238843432271,1.79139828048997,0.969197141428246
"Adgf-D",1.326,2.731,3.084,0.399,-0.399,1.03733656657289,2.47463081404451,1.42982853388832
"CG30054",1.054,3.262,2.821,2.869,3.41,2.29532511331439,2.94648385429531,1.9752405570566
"CG32259",2.506,4.609,-1,0.447,0.497,3.369106853171,3.10726268588713,1.26967814361398
"CG11617",1.319,3.363,2.509,0.699,-0.547,2.07640462845061,1.97913333209297,1.69970353718054
"NimA",NA,NA,NA,NA,NA,1.08346185454427,1.4511321711512,0.362140069356129
"CG34288",2.289,2.55,-1,-1,0.339,3.40479065386021,3.89780960184269,2.53487257560634
"IM4",1.384,4.238,3.051,2.162,-1,2.84978008081935,5.81792379360155,2.71356532725611
"CG18003",2.611,4.949,1.305,0.791,-0.829,1.26323018876504,6.43544533127644,2.0628972129084
"CG17839",0.246,2.833,2.852,2.984,1.298,3.69714072360162,2.49926139180998,3.07286290495094
"CG42700",-1,-0.785,-0.146,0.345,-0.961,0.447317576225754,1.52467246506028,0.411564574880239
"CG2444",NA,NA,NA,NA,NA,0.657316797380048,3.15619242814283,1.18078187114978
"rdo",-0.582,3.178,0.581,1.295,-0.667,1.37710514382996,0.91093463359164,0.83209809561755
"CG31103",-0.899,-0.039,-1,-0.191,-1,0.407116014490958,1.87771690209261,0.137073505079907
"Vha100-4",-0.852,-0.763,-1,0.626,-0.368,0.302680659533205,2.18750892218914,1.02182964549359
"BomS1",NA,NA,NA,NA,NA,2.73362735994534,5.58834321121379,2.50623320718376
"SoxN",-0.898,0.296,0.681,-0.229,-0.885,0.72899375257469,0.958052472290598,0.403876701329117
"Tsp5D",0.082,1.424,-1,1.129,-0.293,0.729267792534156,1.92821530665675,0.869211453707409
"CG33110",NA,NA,NA,NA,NA,0.418639706316371,1.87698038107437,0.718521797382946
"TyrR",-0.954,0.082,-1,-1,-1,0.378424889490288,2.04666436571227,0.211792632067601
"Pgcl",0.795,0.285,3.157,-0.792,-1,4.35151177305758,2.37575616611465,1.08782635911882
"CG32971",4.756,6.177,5.092,-0.081,-0.758,4.45833843507934,3.4370306694572,1.87986856969914
"CG43341",2.534,3.905,2.863,1.352,-0.285,2.88236768489482,2.96561326241683,2.54885707416429
"NimB3",NA,NA,NA,NA,NA,3.29374219641233,3.81220498567544,2.84624798263498
"CG43326",NA,NA,NA,NA,NA,3.61221761660914,3.2354790572222,1.86652293979898
"Spn43Ad",1.627,2.288,-1,-0.64,-0.568,1.97716835113357,2.12803207937348,1.54474202894154
"CG42854",2.305,5.269,-1,0.549,-0.579,5.27849227115764,1.05524754607931,1.0083304673994
"Octbeta2R",0.432,3.477,3.952,1.242,0.725,3.46835707404002,3.65314608224563,3.17870697783045
"Ugt35B1",NA,NA,NA,NA,NA,0.643194433398317,1.49030840977441,1.57020334683147
"CG15199",NA,NA,NA,NA,NA,1.03704643948761,4.36184179913909,1.28264676005258
"CG9572",0.291,1.904,-1,2.056,-0.415,2.33974104890085,2.38038485635388,1.95721553700354
"CG12768",1.256,3.531,1.976,2.223,0.01,2.64293818394008,2.61769107157474,2.35945289505836
"Trf5",NA,NA,NA,NA,NA,2.98220144213935,2.34512994978663,1.96951537125617
"Ets98B",-0.602,1.479,1.016,0.145,-0.75,0.580355429797917,1.15279942354993,0.324157537279872
"Cyp9b1",-0.094,2.078,-1,-0.842,-0.869,0.180171193465837,2.11701779113751,0.421146315628499
"CG33978",-0.693,1.857,0.891,0.639,-0.228,0.732839779719842,0.964520174952051,0.441053488295638
"KFase",2.484,3.629,-0.707,1.861,0.44,1.56857218484759,1.8241273024709,1.22872000756317
"Pepck1",NA,NA,NA,NA,NA,5.42895018725902,7.63533340128249,5.74171578170964
"Mtk",0.463,1.368,5.191,-1,-1,2.84304370124196,8.50029110094144,3.3051462810616
"CG16779",-0.947,0.083,0.303,-0.526,-0.962,0.405364966694371,0.520369415386207,0.304379178431296
"eIF4E3",4.111,6.305,1.438,-0.167,-0.599,3.06994906733005,1.66401542727809,1.84995962430441
"Tsp42Eb",NA,NA,NA,NA,NA,2.30955117332095,6.73372596540205,2.03575388881813
"NijC",1.887,1.344,-1,2.182,0.644,4.37501791889471,3.78982430517682,4.09918262866709
"Gbp1",4.269,5.29,5.43,5.43,3.135,5.28516470675515,5.59138006385552,4.6469847671457
"CG5810",1.246,2.546,5.012,-0.802,-0.118,2.75399779240225,2.3950493784629,2.4447302405506
"CG31030",NA,NA,NA,NA,NA,0.22854533582642,1.72429679359046,1.0287924170889
"Hsc70-1",-0.297,1.457,-1,0.884,-0.756,1.03965660426296,1.03891379081061,1.12013094748119
"Gbp3",2.087,3.598,2.034,-1,-1,1.23051743443193,3.7166017581395,1.50133716403028
"Eglp2",0.306,0.774,-1,0.858,-0.818,1.85647019342665,6.47584544048169,1.60602850716943
"lft",1.867,3.06,2.434,1.846,0.901,2.26109074198789,2.41505106194322,1.89414892148361
"hh",0.302,2.343,1.742,1.62,-0.81,2.10412928483396,1.51001407340977,1.37198644501965
"sev",1.954,4.448,2.3,2.073,1.072,2.54057803957467,2.40100231059654,2.38042950320479
"CG15803",-0.937,-0.707,0.362,-0.306,-1,0.123194985920046,0.518232638946169,0.298388269932667
"Tsf3",-0.519,1.479,-1,0.191,-0.643,0.636239132417472,1.38129712375527,0.324877125358531
"Kif3C",-0.553,1.65,3.51,0.341,-0.894,0.450007516084578,1.53360489350409,0.41770053269845
"CG9631",NA,NA,NA,NA,NA,0.428172217773305,1.53475592585855,0.931866239349554
"CG10352",NA,NA,NA,NA,NA,1.56595148887117,2.21100728258246,0.80486276350503
"CG11073",-0.772,0.644,-1,0.017,-0.765,1.77510503532105,0.797950914263846,0.676884412140365
"rpr",1.638,3.867,4.171,0.975,1.233,2.94635152127709,3.30578545896055,2.31872670529519
"CG14933",NA,NA,NA,NA,NA,6.57664450781536,4.66614476118008,4.41083598956761
"Nplp3",4.179,4.133,5.508,4.782,0.164,8.46228530333118,4.83249349628329,7.37447763316549
"Odc1",NA,NA,NA,NA,NA,0.959635599716261,2.93611619144286,1.17169024418454
"Gagr",-0.731,1.753,-1,-0.019,-0.553,0.997640749874784,0.948831928293238,1.25601944844775
"Ubx",NA,NA,NA,NA,NA,0.157195017828177,0.948598729094619,0.129462710978934
"CG14132",0.808,2.138,0.246,1.967,-0.753,2.65884644389895,2.50796627191119,2.57231085700987
"GstD10",1.495,1.927,3.875,1.814,0.335,2.19570875720409,2.87345857048254,2.68107431942361
"7B2",NA,NA,NA,NA,NA,0.504217101686847,2.27971249135313,1.164443003586
"bin",0.052,2.583,-1,1.235,-0.728,1.8203634625506,1.37335953813482,0.978287186630122
"CG13685",-0.735,0.834,0.676,0.181,-1,0.597347519981757,1.10607951945476,0.673292558045548
"CG10062",0.923,0.214,1.999,4.011,1.367,1.77678720919719,2.23569181701491,1.91426487992184
"CG3987",0.436,2.123,-1,0.403,-0.074,1.89569628365541,3.71752400249234,1.52893008606998
"Cyp4d14",-0.269,2.533,-1,1.378,-0.33,0.61895001369195,2.40254204465657,0.741735581143015
"CG9411",2.973,6.206,4.752,0.931,-0.461,4.30727891181797,2.23273222687,4.37341514401454
"tinc",-0.397,2.652,0.297,1.141,-0.841,0.809799517636295,0.988327910088869,0.655808132291921
"Vago",2.214,4.107,3.134,1.272,-0.495,2.91660546596223,2.86387718752673,2.18858722784467
"CG10013",4.688,5.673,4.739,0.768,0.06,3.12009169463464,2.08617082912802,2.07843014410322
"GstE2",1.668,2.646,-1,1.218,0.087,2.26353177773139,2.53703908065672,1.85572212046441
"CG15394",5.574,6.369,4.693,1.951,3.419,4.17123259721536,3.76582231176138,3.66681220988327
"esg",0.353,4.284,-1,-0.012,-1,0.889320209934299,1.6909038886611,0.43087058556625
"CG8564",-1,2.033,-1,-0.395,-1,1.87115397671624,1.60191016459749,1.60976839086836
"CG10657",0.161,1.455,-1,2.17,-1,2.60397668178936,1.68693074239138,1.72150338899492
"Cralbp",1.453,3.572,1.906,-0.084,-0.727,2.55519645014127,1.88017964458578,1.95831646178523
"MsR2",-0.392,0.211,0.478,1.333,-0.844,0.341925610888867,0.866327791316911,0.913119098239638
"CG31326",0.903,2.886,1.637,0.87,-0.351,0.915547029990017,3.07986088459405,0.456578896757326
"Cpr67B",1.978,4.003,5.056,0.384,0.407,5.36983210909178,2.75529807323763,3.9451967577807
"kni",-0.722,1.285,1.285,1.384,-0.798,1.53251560395928,1.55498999057934,1.14734878446578
"CG12344",-0.244,2.032,2.27,1.508,-0.636,1.06747272108474,0.944343335739487,0.582932133326619
"CG14856",NA,NA,NA,NA,NA,0.444078488424126,1.59890263744279,0.457890492224272
"dpr18",1.692,2.858,3.868,0.948,-0.408,1.03257005279199,0.922436183785615,0.851681819221155
"Obp99b",5.77,9.14,-1,0.019,1.843,4.7849381925315,5.47769016265767,3.90626634421685
"Cpr78Ca",NA,NA,NA,NA,NA,3.13867512759083,1.96229405801799,3.58317083736626
"Cyt-c1L",4.112,4.893,3.097,0.529,-0.528,2.44395853105832,1.50051657244297,2.06137151998158
"Cad96Ca",-0.916,0.205,0.932,0.21,-0.845,0.666670530050211,0.785452514435281,0.458263384102883
"Obp99a",7.981,6.763,6.297,7.424,4.827,6.98863187500426,5.28735303436974,6.52034514098484
"CG15262",NA,NA,NA,NA,NA,2.6611863017527,1.39657627256421,0.27633956466948
"Ant2",6.682,7.359,6.215,4.298,2.095,4.82129377730661,2.60332836016468,4.70837241879046
"AstC-R2",NA,NA,NA,NA,NA,0.196292570139722,0.999355257642269,0.225363999081045
"Syngr",-0.315,2.461,1.465,-0.018,-0.613,0.370912004893543,0.701455675394624,0.282286324323196
"Npc2h",3.071,5.204,3.042,1.586,-0.307,2.16533614962078,4.34523814953577,3.23428808296447
"CG30151",1.868,4.111,2.356,2.478,0.623,3.04336240352168,2.89631820470869,1.97011857874895
"Acbp2",6.048,7.748,6.42,3.343,0.888,5.65320036366823,6.98250533411857,5.94565994192735
"CG7763",NA,NA,NA,NA,NA,1.38466252075508,2.2184799159754,1.46286378480775
"CG42784",NA,NA,NA,NA,NA,0.435888363534607,0.655679985393142,0.195957712820148
"v",NA,NA,NA,NA,NA,1.7861804465087,1.99012549048191,1.14339913406711
"pHCl-1",-0.911,-0.164,-1,-0.25,-0.971,0.366957541958795,0.682671667525399,0.527303273342509
"ds",-0.561,1.025,0.976,2.309,-0.853,0.857903135054347,0.554612849776225,1.36935432902149
"CG7203",NA,NA,NA,NA,NA,3.40310863868796,3.11923794402952,2.41302460187532
"PGRP-LD",NA,NA,NA,NA,NA,3.81821131694275,4.21164109935226,3.05076419521289
"CG43120",NA,NA,NA,NA,NA,0.824747987605019,1.92824982699785,0.339426330184101
"sif",NA,NA,NA,NA,NA,0.152574460166641,0.458091407435241,0.248222583155827
"FarO",0.242,2.964,3.151,1.484,-1,1.50825362293287,1.69069846224292,1.56457844081955
"CG13654",-0.401,0.753,-1,-0.407,-0.727,0.659572448258555,1.04327424476345,0.319434395715528
"Tbh",-0.247,2.737,0.37,-0.079,-0.881,1.66995673402293,0.342911348561974,0.182484343592085
"CG9782",-0.454,-0.468,-1,1.88,-0.838,0.652962894158302,1.34376287276735,0.627361631936385
"CG11619",-0.293,0.145,1.66,1.232,0.024,0.51314387223354,1.18538573735321,1.10258186720294
"FASN3",0.557,5.021,2.879,2.259,0.683,1.59814701048005,2.67315453242819,1.90547200925601
"Rh7",NA,NA,NA,NA,NA,0.406224781162464,0.502438647391575,0.183716523370129
"Pepck2",2.938,2.748,2.551,3.666,0.219,3.19298132391951,1.83191834192992,3.47610441893527
"BomT2",NA,NA,NA,NA,NA,3.17892390582708,5.78956130542163,2.60773661980636
"CG15202",0.507,2.544,-1,1.022,0.234,1.61352891111945,3.2081316332488,2.44470034829637
"CG4847",NA,NA,NA,NA,NA,1.73687407680435,2.52985718088318,1.92803548176497
"CG8519",-0.196,1.711,2.637,2.028,-1,2.50951130661419,2.31163948499701,2.22323528388896
"rdgC",-0.1,-0.294,-1,-0.454,-0.912,0.200339029943817,0.565201241564975,0.479699749502637
"aly",1.844,3.861,1.824,-1,-0.898,1.07629075984195,1.17839055624235,0.46894877164678
"comm",0.14,2.076,-1,0.481,-0.584,1.73015032130427,1.75413300232756,1.499501998924
"CG32085",-0.721,0.18,2.526,-0.818,-0.649,0.904587674452657,0.804023082187986,1.72640001422078
"CG30002",NA,NA,NA,NA,NA,0.244754895457672,1.61878330536265,0.668923733232815
"5-HT2A",-0.592,1.871,-1,0.345,-0.832,1.10722145126819,1.35535093736409,0.663344944308924
"CG43886",6.41,5.368,5.931,4.331,3.673,6.09269777885158,4.81644324976378,5.64285148011892
"CG6424",-0.858,-0.309,-1,-0.782,-0.854,4.00334480859418,5.14217206106359,4.82306634411869
"Nplp4",2.812,4.175,-1,-0.53,0.367,2.3189424061054,2.44625408282844,3.20692760969069
"CG32191",NA,NA,NA,NA,NA,0.421550408676305,1.2718279649438,0.268102677318282
"Obp83g",NA,NA,NA,NA,NA,3.7115755237929,2.47696234727222,1.89496692404878
"CG5945",-0.923,-0.12,-1,-0.043,-0.793,2.12838056648772,2.11204092195505,1.56410225605211
"CG16772",0.84,3.489,2.315,2.196,-1,2.25310001389986,3.36174927258511,2.84349694393232
"yellow-f2",2.001,4.483,2.891,0.689,0.098,1.03654954113525,2.0479605309752,1.39347794624645
"CG3999",-0.418,2.512,-1,-0.235,-1,0.485270736268641,1.84180709229767,1.49716657896671
"CG42246",1.02,2.918,-1,1.803,-0.634,3.73869372481506,3.59700655200196,2.12351215236224
"rdhB",NA,NA,NA,NA,NA,1.91207527736041,2.17954732704268,1.41400347378537
"beat-IIa",NA,NA,NA,NA,NA,0.0876181401741655,0.982145050134,0.131773006626491
"TfIIA-S-2",4.161,4.65,5.196,-0.089,-1,6.06796983657842,2.39053585721337,2.41328860293591
"CG11226",-0.195,0.503,1.939,0.307,-1,2.9576504816815,1.48678021311114,1.86593884330593
"E(spl)m2-BFM",2.479,3.41,-1,2.949,-0.096,1.99225679582976,2.55443458565109,2.76791115033261
"Glyat",2.01,2.4,4.224,2.965,1.526,2.13281738965501,2.73895372008044,2.02124065958116
"CG10799",3.335,5.658,1.209,0.906,-0.642,2.87758996222283,4.4669727079824,1.46714699789337
"Cpr49Ac",NA,NA,NA,NA,NA,0.440593521055559,1.7812162069395,0.336082128884912
"CG14661",-0.782,1.559,0.272,3.083,-1,2.77146774732518,2.9173857387492,1.55401684387829
"Nepl6",NA,NA,NA,NA,NA,0.393950798826315,1.85443177109603,0.471078573775199
"CadN2",NA,NA,NA,NA,NA,0.0982201192631768,0.434599787827185,0.133056079213454
"Ids",1.585,2.993,3.302,3.025,0.085,1.65999370838306,1.75013958707354,1.40625584747033
"CG34034",3.163,4.309,4.231,-0.288,1.514,5.85315606436567,2.98873172892444,3.6600577792049
"Rim",NA,NA,NA,NA,NA,0.182404723710687,0.268723763965728,0.0835706977229976
"He",NA,NA,NA,NA,NA,2.35105371715199,3.40375182851357,0.613364508070448
"Ugt305A1",2.242,3.82,2.276,0.751,0.713,0.559852789911399,1.37866729660853,0.943844058061983
"Elk",-0.878,0.38,-1,-0.617,-0.871,0.630320835236085,0.796916351434704,0.533934650646857
"Jhe",0.297,2.18,-1,-0.528,-0.222,1.19953083099596,1.26973072178524,0.916434801726848
"Takl2",2.267,1.957,-1,0.944,0.388,2.0263665651366,2.7618196173184,0.833133982636834
"Ser7",NA,NA,NA,NA,NA,0.451179082868196,1.81625770777927,0.638753146746687
"Spn43Aa",2.336,2.434,-1,0.174,-0.669,2.91303350824125,1.60434513843123,1.75451879408568
"Cyt-b5-r",4.63,7.235,5.022,1.887,0.879,2.81850414100574,5.80657586114614,4.13198971470189
"CG13894",0.498,1.179,-1,0.079,-1,1.29857511150432,0.983902405913545,1.19152858456553
"CG30281",NA,NA,NA,NA,NA,0.181091088078108,2.35321723558333,0.177503581011829
"CG15628",-0.622,2.703,0.117,1.525,-0.625,1.51721742737426,0.86211473886615,0.712536642430833
"CG13077",-0.018,1.538,-1,-1,-1,1.89899833845201,2.5841540326709,1.95419213747022
"CG10864",-0.282,2.28,-1,1.785,-0.597,1.48280725718195,1.82871209591088,1.39644768564821
"Hayan",-0.269,2.408,-1,1.58,0.685,2.05840274092108,1.03665510867518,1.87295739179541
"snsl",1.564,2.844,1.932,1.432,0.42,3.0536309233112,3.33239716866829,2.24973900805183
"CG14439",0.161,0.548,-1,0.705,-0.904,1.38627844673871,1.42275050792776,0.767846825058631
"dpr3",NA,NA,NA,NA,NA,0.238247703540733,0.579912857235421,0.217727847491456
"CG7560",NA,NA,NA,NA,NA,0.44882673284801,1.70835822416338,0.43454757209131
"CG42486",NA,NA,NA,NA,NA,4.20425636626977,7.24677758183548,3.25263118128811
"CG42586",NA,NA,NA,NA,NA,2.64315985264114,5.55214040413562,4.45764962218775
